WSAW,PO/LOT,Comment,Wafer id,TTV,Warp,Entry Warp 10mm,Entry Warp 20mm,Entry Warp 30mm,Exit Warp 10mm,Exit Warp 20mm,Exit Warp 30mm,Wav ind,Entry wav,Exit wav,Bow
WSAWB20,INL-QX-BBB,005*33.2*TM860 *New (P1) -394*Wire-03*0031*22090403,PAHFKAF0120,12.66,9.47,1.83,-2.55,-4,0.78,1.46,1.93,1.32,1.32,0.73,0.86
2022/9/5 09:15,PAHFKAF,,PAHFKAF0320,13.28,8.83,1.53,-1.72,-3.13,1.16,-1.64,-1.64,1.17,1.17,0.63,0.27
,,,PAHFKAF0520,12.8,8.07,1.17,-1.71,-3.03,1.06,-1.76,-1.76,1.22,1.22,0.61,-0.45
,,,PAHFKAF0820,13.04,9.51,0.77,-2.05,-3.54,2.84,2.84,2.84,1.03,1,0.68,-0.7
,,,PAHFKAF1020,13.8,8.62,1.07,-1.56,-3.07,1.32,-1.7,-2.36,1.01,0.97,0.68,-0.66
,,,PAHFKAF1201,14.22,8.98,0.9,-1.41,-2.61,0.88,-2.27,-3.94,1.01,0.89,0.76,-1.48
WSAWB20,NXC-QX-01F,001*34.8*TM1050 *New (P1) -380*Wire-02*0038*22090402,PBJBEAE0120,13.37,12.79,-1.22,-4.9,-5.92,-0.74,2.22,2.99,1.13,0.49,0.51,-0.46
2022/9/4 17:08,PBJBEAE,,PBJBEAE0320,12.99,11.04,1.1,-5.06,-5.06,0.78,1.73,2.55,0.98,0.54,0.32,-0.51
,,,PBJBEAE0620,13.16,11.59,-0.89,-4.31,-4.32,0.83,1.64,2.68,1.09,0.44,0.55,-0.82
,,,PBJBEAE0820,13.36,12.47,-1.77,-4.72,-5.03,0.88,1.41,2.4,0.95,0.54,0.49,-1.18
,,,PBJBEAE1120,13.56,10.77,-1.04,-3.93,-4.26,1.39,2.85,3.48,1.28,0.49,0.44,-1.52
,,,PBJBEAE1308,13.87,11.79,-0.98,-3.66,-3.66,2.78,3.91,4.47,1.48,0.63,0.27,-2.08
WSAWB20,REX-QX-14H,002*29.6*TM1050 *New (P1) -350*Wire-03*0009*22090201,PCGFAAB0120,11.5,8.28,1.72,1.76,-1.89,0.56,2.11,3.49,0.88,0.52,0.73,2.15
2022/9/3 05:09,PCGFAAB,,PCGFAAB0320,11.7,6.02,1.13,-1.31,-1.53,0.82,1.27,2.95,0.92,0.57,0.69,1.39
,,,PCGFAAB0520,12.01,6.53,-1.22,1.6,1.6,1.79,1.96,3.65,0.95,0.55,0.55,1.28
,,,PCGFAAB0720,11.66,8.02,-1.16,-1.84,-1.84,0.89,-0.9,2,0.94,0.59,0.52,1.14
,,,PCGFAAB0920,11.35,7.86,-1.69,-2.22,-2.38,1.25,1.5,2.43,0.82,0.55,0.55,1.09
,,,PCGFAAB1120,11.96,6.06,1.11,2.26,2.26,5.23,5.24,5.3,0.89,0.59,0.63,0.25
WSAWB20,MAL-QY-18B,001*33.8*TM1050 *New (P1) -332*Wire-02*0203*22090103,PFI13AD0120,12.33,18.84,-3.27,-7.33,-11.35,1.59,1.59,3.68,1.31,0.69,0.67,-1.45
2022/9/2 11:29,PFI13AD,,PFI13AD0320,12.23,17.57,-3.54,-8.04,-10.48,1.55,1.55,2.36,1.18,0.81,0.85,-1.87
,,,PFI13AD0620,12.24,17.28,-3.45,-6.97,-10.74,1.74,1.79,2.58,1.18,0.58,0.77,-1.45
,,,PFI13AD0820,12.27,19.44,-3.43,-7.19,-10.98,1.86,1.86,2.29,1.14,0.49,0.61,-1.84
,,,PFI13AD1120,12.44,16.66,-3.7,-5.91,-9.2,2.35,2.35,2.35,1.13,0.51,0.89,-1.87
,,,PFI13AD1308,13.86,14.82,-2.37,-3.42,-5.84,5.55,5.55,5.55,1.34,0.53,1.23,-1.07
WSAWB20,INF-QY-B0B,013*26.6*TM1050 * A-288*Wire-01*0107*22083103,PDAJ7AB0120,8.86,9.61,-0.99,-2.17,-2.65,-1.17,2.19,-6,1.85,0.52,1.8,1
2022/9/1 13:08,PDAJ7AB,,PDAJ7AB0220,9.35,9.07,-0.77,-2.03,-2.16,1.32,1.63,-5.89,1.76,0.57,1.74,0.61
,,,PDAJ7AB0420,8.92,9.04,-0.91,-1.52,-1.87,0.86,1.93,-6.12,1.75,0.57,1.72,0.57
,,,PDAJ7AB0620,8.73,10.55,-1.39,-2.36,-2.36,1.57,1.87,-6.31,1.78,0.58,1.77,0.06
,,,PDAJ7AB0820,8.3,11.8,-0.91,-1.46,-1.74,1.93,3.61,-6.54,1.98,0.75,1.98,-0.12
,,,PDAJ7AB1020,8.71,12.43,1.05,1.6,2.69,8.03,9.71,9.71,2.7,1.04,2.7,-0.41
WSAWB20,TSM-QX-20K,012*27.5*TM1050 * A-278*Wire-03*0118*22083002,PGG3WAK0120,8.33,10.89,1.78,1.78,1.78,0.74,2.29,2.57,2.49,0.36,0.6,-3.49
2022/8/31 18:29,PGG3WAK,,PGG3WAK0320,8.17,12.47,1.41,1.41,1.81,0.62,1.23,1.51,2.97,0.35,0.42,-4.67
,,,PGG3WAK0520,8.58,14.41,1.09,-1.2,1.37,1.75,1.75,1.75,3.14,0.35,0.41,-5.26
,,,PGG3WAK0720,8.54,14.7,-0.94,-1.46,-1.65,0.96,-1.48,-1.48,3.18,0.34,0.39,-5.58
,,,PGG3WAK0920,8.38,17.81,-1.07,-1.31,1.43,2.4,3.22,3.5,3.43,0.46,0.61,-6.67
,,,PGG3WAK1101,7.88,19.27,1.34,1.87,3.83,4.97,6.25,6.34,3.65,0.41,0.91,-6.66
WSAWB20,TSM-QX-20K,010*28*TM1050 * A-259*Wire-01*0203*22082901,PID8ZAK0120,9.4,5.57,2.99,2.99,2.99,-1.13,2.06,3.11,0.96,0.37,0.84,0.67
2022/8/30 05:08,PID8ZAK,,PID8ZAK0320,9.11,4.67,2.56,2.57,2.57,-1.11,1.18,3.06,0.8,0.39,0.58,0.52
,,,PID8ZAK0520,9.35,4.67,2.12,2.57,2.81,1.6,1.6,2.53,0.82,0.39,0.72,0.34
,,,PID8ZAK0720,9.49,4.77,2.32,2.68,2.92,0.96,1.24,2.34,0.88,0.41,0.73,0.06
,,,PID8ZAK0920,9.06,4.4,2.34,3.21,3.41,1.51,1.76,2.59,0.92,0.31,0.92,-0.49
,,,PID8ZAK1101,9.05,6.89,2.4,4.06,4.63,4.53,5.81,6.44,0.95,0.39,0.95,-0.78
WSAWB20,TSM-QX-20K,011*29.1*TM1050 * A-269*Wire-02*0054*22083002,PID8ZAE0120,8.82,8.77,1.58,2.19,6.59,-2.12,3.18,3.82,2.21,2.21,0.61,1.89
2022/8/30 23:08,PID8ZAE,,PID8ZAE0320,8.92,9.55,1.36,2.44,6.56,-0.97,2.05,3.12,2.3,2.3,0.38,1.45
,,,PID8ZAE0520,8.81,9.8,0.82,2.11,7.11,1.28,1.33,3.3,2.37,2.37,0.31,1.41
,,,PID8ZAE0720,9.08,9.94,1.05,1.92,6.47,1.3,-1.73,2.42,2.35,2.35,0.25,1.03
,,,PID8ZAE0920,8.98,10.76,0.7,2.25,7.28,1.3,1.3,2.34,2.37,2.37,0.23,0.97
,,,PID8ZAE1108,9.22,11.85,0.56,2.85,8.09,3.49,4.18,4.85,2.43,2.43,0.78,0.17
WSAWB20,TSM-QX-20K,009*25.5*TM1050 * A-247*Wire-03*0054*22082802,PGG3VAJ0120,9.24,5.01,1.85,2.73,3.07,0.79,2,2.95,0.64,0.35,0.61,1.85
2022/8/29 10:57,PGG3VAJ,,PGG3VAJ0220,9.12,5.36,2.49,3.05,3.93,1.27,1.41,2.65,0.44,0.43,0.3,1.6
,,,PGG3VAJ0420,9.57,4.34,1.99,2.98,3.71,0.6,0.76,1.57,0.45,0.39,0.26,1.22
,,,PGG3VAJ0620,10.07,5.43,2.3,3.1,4.05,0.35,1.03,1.49,0.47,0.32,0.36,0.85
,,,PGG3VAJ0820,9.79,5.11,2.09,3.18,4.08,1.65,2.21,2.27,0.8,0.33,0.8,0.48
,,,PGG3VAJ1008,11.21,9.49,2.58,5.04,6.61,7.22,7.92,7.92,0.98,0.51,1.05,-0.26
WSAWB20,TSM-QY-01B,008*32.8*TM1050 * A-246*Wire-02*0117*22082702,PAC6BAA0120,9.83,4.94,3.09,4.1,4.1,-0.71,1.65,2.55,0.7,0.36,0.7,0.83
2022/8/28 17:04,PAC6BAA,,PAC6BAA0320,9.3,6.21,3.94,5,5.48,2.51,2.79,3.53,0.39,0.39,0.37,0.4
,,,PAC6BAA0520,9.96,7.06,3.77,5.32,6.22,1.6,1.8,2.37,0.52,0.52,0.28,0.4
,,,PAC6BAA0820,10.02,5.86,2.95,5.32,5.72,1.03,1.03,1.15,0.55,0.55,0.32,-0.06
,,,PAC6BAA1020,10.67,8.87,4.55,6.09,7.98,2.99,3.13,3.5,0.65,0.65,0.34,-0.03
,,,PAC6BAA1220,10.29,9.09,4.31,6.94,9.2,4.15,4.71,5.6,0.78,0.78,0.53,-0.61
WSAWB20,INL-QX-V6E,006*33.8*TM1050 * A-204*Wire-03*0203*22082601,PAIJNAI0120,9.97,6.56,3.13,3.47,3.47,0.74,1.5,2.57,0.48,0.48,0.41,0.15
2022/8/27 02:26,PAIJNAI,,PAIJNAI0320,10.32,4.78,3.07,3.91,3.91,1.05,1.5,2.19,0.51,0.51,0.22,-0.38
,,,PAIJNAI0620,11.24,4.35,3.29,4.07,4.07,-0.64,-0.66,1.09,0.38,0.28,0.19,-0.58
,,,PAIJNAI0820,10.7,3.54,2.26,3.65,3.65,0.92,1.43,1.88,0.48,0.29,0.26,-0.7
,,,PAIJNAI1120,12.23,6.63,3.32,4.29,4.85,2.25,2.47,2.83,0.45,0.45,0.25,-0.74
,,,PAIJNAI1308,12.01,7.67,3.33,6.31,7.26,6.51,7.74,8.05,0.86,0.66,0.86,-1.68
WSAWB20,TSM-QY-01B,007*33*TM1050 * A-220*Wire-01*0058*22082702,PAC6EAH0120,9.84,10.82,-2.96,-3.19,-6.49,-0.86,1.22,1.52,0.83,0.7,0.41,0.86
2022/8/27 20:40,PAC6EAH,,PAC6EAH0320,9.85,10.07,-2.17,-3.51,-5.3,1.25,-1.25,-1.34,0.77,0.67,0.33,0.73
,,,PAC6EAH0620,10.62,9.91,-2.68,-2.88,-5.17,1.85,1.85,-2.11,0.71,0.65,0.42,0.27
,,,PAC6EAH0820,10.34,9.11,-1.99,-2.39,-5.03,1.36,1.36,-1.62,0.69,0.68,0.28,0.16
,,,PAC6EAH1120,10.88,7.78,-1.74,1.86,-3.06,2.21,2.21,2.21,0.73,0.69,0.55,0.23
,,,PAC6EAH1301,11.25,7.18,-2.11,2.27,2.62,3.44,4.19,4.19,0.68,0.7,0.65,-1.1
WSAWB20,TSM-QY-01B,005*31.1*TM1050 * A-192*Wire-02*0002*22082501,PAJFEAG0120,9.77,8.57,1.38,-2,-2.41,-1.7,-1.87,-2.17,0.92,0.5,0.84,0.34
2022/8/26 07:40,PAJFEAG,,PAJFEAG0320,9.62,8.11,1.08,-1.69,-2.01,0.81,1.15,-2.22,0.96,0.35,0.96,-0.34
,,,PAJFEAG0520,10.21,7.77,0.95,-1.37,-1.52,1.62,1.75,-2.55,0.91,0.43,0.91,-0.33
,,,PAJFEAG0820,11.36,7.56,1.55,-1.78,-1.78,2.03,2.03,-2.82,1,0.43,1,-0.68
,,,PAJFEAG1020,12.17,8.59,1.43,1.43,-1.67,2.01,2.04,-2.51,1.02,0.44,1.02,-0.71
,,,PAJFEAG1208,13.09,10.04,2.84,2.9,2.9,5.73,6.96,6.96,1.48,0.82,1.48,-1.57
WSAWB20,TSM-QY-01B,004*31.5*TM1050 *New (P1) -178*Wire-01*0111*22082402,PAC6AAF0120,12.11,9.57,2.38,2.38,-3.38,-1.02,1.81,1.84,0.73,0.56,0.58,0.99
2022/8/25 13:59,PAC6AAF,,PAC6AAF0320,12.45,8.46,2.22,-2.5,-3.14,1.25,1.8,1.8,0.69,0.44,0.24,0.95
,,,PAC6AAF0520,12.8,8.44,1.69,-1.8,-2.23,0.83,1.45,1.45,0.64,0.5,0.18,0.66
,,,PAC6AAF0820,13.9,9.33,2.04,-2.12,-3.43,0.56,0.98,-1.32,0.72,0.48,0.2,0.39
,,,PAC6AAF1020,13.8,7.58,1.84,1.84,-2.33,0.67,1.41,-1.93,0.68,0.48,0.25,0.64
,,,PAC6AAF1208,14.9,8.1,0.96,-2.04,-2.06,3.1,3.91,3.91,0.78,0.74,0.43,-0.37
WSAWB20,TSM-QY-01B,002*30.5*TM1050 *New (P1) -140*Wire-02*0071*22082302,PAJFEAD0120,10.68,6.62,1.86,-3,-5.2,-1.14,1.26,1.87,1.02,0.66,0.93,1.42
2022/8/24 02:06,PAJFEAD,,PAJFEAD0320,11.72,5.37,2.22,-2.75,-4.11,-1.04,-1.28,-1.9,0.79,0.65,0.71,0.99
,,,PAJFEAD0520,11.61,6.24,1.73,1.73,-3.24,-1.05,-1.1,-1.92,0.71,0.58,0.7,1.02
,,,PAJFEAD0820,11.39,6.93,1.58,1.58,-2.36,-0.74,0.85,-2.08,0.81,0.63,0.79,0.68
,,,PAJFEAD1020,11.98,7.4,1.53,1.53,1.53,1.08,1.57,-2.72,1.08,0.43,1.06,0.79
,,,PAJFEAD1201,11.99,7.26,2.38,3.25,3.4,2.55,3.06,-3.13,1.11,0.52,1.07,0.65
WSAWB20,TSM-QY-01B,003*30.9*TM1050 *New (P1) -163*Wire-03*0119*22082402,PAC6PAH0120,11,11.15,4.71,4.71,4.94,-1.86,-7.81,-7.81,2.04,0.61,2.04,2.53
2022/8/24 20:16,PAC6PAH,,PAC6PAH0320,11.47,11.13,4.57,4.57,4.65,-1.15,-7.87,-8.02,2.28,0.67,2.28,1.76
,,,PAC6PAH0520,12.11,12.66,3.62,4.03,5.1,-2.47,-8.34,-8.34,2.3,0.58,2.3,1.77
,,,PAC6PAH0820,12.07,9.92,3.22,3.49,3.99,-1.84,-8.45,-8.74,2.16,0.52,2.16,1.37
,,,PAC6PAH1020,11.87,11.58,2.65,2.74,3.36,-1.36,-7.7,-8.05,2.29,0.57,2.29,1.71
,,,PAC6PAH1208,12.86,9.05,4.06,5.1,5.91,2.28,-6.45,-7.25,2.07,0.71,2.08,0.63
WSAWB20,GIE-QA-22H,011*24.5*TM1050 * A-128*Wire-03*0007*22082101,PEHDFAA0120,8.6,10.15,3.44,3.56,3.56,1.24,1.89,3.38,1.28,0.35,0.74,2.36
2022/8/22 11:08,PEHDFAA,,PEHDFAA0220,8.57,9.54,2.95,3.01,3.04,1.16,1.42,2.5,1.2,0.38,0.79,0.79
,,,PEHDFAA0420,8.77,8.49,3.28,3.3,3.74,1.23,1.23,2.41,1.21,0.3,0.79,1.24
,,,PEHDFAA0620,9.16,8.16,2.5,2.5,3.13,2.02,2.02,2.34,1.15,0.36,0.94,0.99
,,,PEHDFAA0820,9.59,8.06,1.39,1.47,1.75,2.57,2.59,3.19,1.09,0.34,1.02,1.07
,,,PEHDFAA0920,10.13,8.09,2.17,2.67,3.54,4.74,5.12,5.13,1.16,0.32,1.16,-0.26
WSAWB20,WEC-QX-48E,009*35.6*TM1050 *New (P1) -093*Wire-01*0116*22082002,PEA04AB0120,12.47,13.61,2.22,2.4,2.4,-1.5,-2.62,-2.99,0.9,0.31,0.32,-0.42
2022/8/20 23:13,PEA04AB,,PEA04AB0320,12.31,13.03,2.94,3.23,3.23,-0.94,-1.77,-1.84,1.13,0.34,0.24,-0.05
,,,PEA04AB0620,12.73,11.29,1.74,2.26,2.43,-0.42,-1.41,-1.87,1.13,0.38,0.27,-0.32
,,,PEA04AB0920,13.11,13.59,-0.92,1.63,-1.8,-0.43,-1.26,-2.53,1.15,0.34,0.28,-0.79
,,,PEA04AB1220,13.94,11.22,-0.71,1.21,1.37,0.74,-1.52,-3.13,1.08,0.25,0.39,-0.72
,,,PEA04AB1401,15.15,12.1,2.63,4.11,5.22,5.13,5.53,5.53,1.25,0.25,0.64,-1.91
WSAWB20,GBS-QY-4JK,008*34.8*TM1050 *New (P1) -079*Wire-03*0191*22081902,P520IAK0120,13.47,14.91,4.5,5.99,5.99,2.15,3.83,5.54,1.22,1.22,0.59,2.61
2022/8/20 05:39,P520IAK,,P520IAK0320,13.75,17.39,5.2,5.88,5.88,1.97,3.8,6.07,1.41,1.41,0.74,2.2
,,,P520IAK0620,13.91,17.52,3.06,4.72,-6.46,1.57,2.77,4.51,1.41,1.41,0.57,1.58
,,,P520IAK0820,14.16,15.22,2.2,3.78,-5.81,1.48,3.33,4.69,1.27,1.27,0.48,1.68
,,,P520IAK1120,15.29,15.19,1.94,3.74,-5.26,1.91,2.14,3.01,0.99,0.99,0.39,0.86
,,,P520IAK1308,15.75,17.08,3.48,4.45,-5.16,5.52,7.5,8.74,1.21,1.21,0.41,0.68
WSAWB20,GBS-QY-4JK,007*33.7*TM1050 *New (P1) -064*Wire-02*0043*22081803,P54EQAO0120,12.5,9.5,2.45,4.44,4.44,1.6,1.73,-3.78,1.11,0.44,0.77,1.84
2022/8/19 11:25,P54EQAO,,P54EQAO0320,12.72,10.36,2.69,4.38,4.54,1.61,1.61,-2.85,1.09,0.57,0.83,2.29
,,,P54EQAO0620,13.2,9.56,1.91,4.47,4.47,1.13,1.17,-3.39,1.06,0.63,0.9,1.38
,,,P54EQAO0820,13.58,9.33,1.71,3.24,3.24,1.91,2.17,-3.72,1.15,0.64,1.01,1.46
,,,P54EQAO1120,14.29,8.92,1.42,3.15,3.16,2.64,2.64,-4.13,1.19,0.55,1.19,1.6
,,,P54EQAO1308,15.85,9.3,1.85,3.56,3.56,6.02,6.61,6.61,1.1,0.61,1.1,-0.65
WSAWB20,GSM-QY-36B,006*27*TM1050 *New (P1) -050*Wire-01*0048*22081802,P57F9AN0120,12.8,12.76,1.72,2.83,3.87,1.09,3.09,3.33,1.2,0.44,0.4,2.72
2022/8/18 17:25,P57F9AN,,P57F9AN0220,12.65,12.35,1.47,2.74,3.41,1.68,3.26,3.95,1.13,0.45,0.36,2.24
,,,P57F9AN0420,12.8,12.09,2.39,3.48,5.46,2.35,3.63,4.18,1.07,0.32,0.23,1.59
,,,P57F9AN0620,13.36,11.45,1.28,2.15,3.69,2.51,3.59,4.1,1.09,0.33,0.27,1.3
,,,P57F9AN0820,13.29,10.22,1.08,1.82,3.18,2.67,3.29,3.29,1.07,0.33,0.34,1.18
,,,P57F9AN1020,15.8,11.1,2,2.88,4.96,7.05,8.33,8.78,1.26,0.51,0.65,-0.52
WSAWB20,INF-QX-67K,005*30.6*TM1050 *New (P1) -037*Wire-03*0075*22081702,PIGN6AJ0120,12.24,8.65,5.24,6.79,6.79,2.23,2.23,2.23,1.97,0.73,1.37,0.56
2022/8/17 23:36,PIGN6AJ,,PIGN6AJ0320,12.28,9.92,5.05,6.41,6.41,3.58,3.58,4.09,1.89,0.55,1.37,1.6
,,,PIGN6AJ0520,11.81,11.29,4.8,6.24,6.24,2.72,2.96,2.96,1.75,0.56,0.89,2.6
,,,PIGN6AJ0820,11.42,10.91,4.23,5.78,5.78,2.14,2.3,2.3,1.71,0.51,0.87,2.19
,,,PIGN6AJ1020,11.75,10.47,4.69,5.51,5.51,2.71,2.77,2.77,1.64,0.62,0.85,2.19
,,,PIGN6AJ1201,11.85,11.07,5.09,6.86,7.02,7.23,7.47,7.47,1.58,0.56,0.94,2.14
WSAWB20,TSM-QX-H8B,004*34*TM1050 *New (P1) -022*Wire-02*0203*22081601,PHG2YAI0120,12.06,9.22,3.98,4.71,4.71,-0.7,-0.96,1.65,1.16,0.57,0.75,0.13
2022/8/17 05:04,PHG2YAI,,PHG2YAI0320,11.64,6.83,3.99,4.76,4.76,1.58,2.9,3.45,1.12,0.65,0.77,0.49
,,,PHG2YAI0620,11.62,6.74,2.96,4.69,4.69,1.38,1.98,2.67,0.94,0.53,0.61,0.97
,,,PHG2YAI0820,11.43,7.6,2.74,3.9,3.99,1,1.39,1.39,0.9,0.59,0.58,0.31
,,,PHG2YAI1120,11.08,6.98,2.77,3.76,4,2.11,2.12,2.12,0.86,0.59,0.53,0.17
,,,PHG2YAI1308,10.92,7.39,3.12,4.32,4.4,5.09,5.43,5.43,0.83,0.6,0.59,-0.31
WSAWB20,IME-QX-25F,003*33.7*TM1050 *New (P1) -008*Wire-01*0042*22081501,PCGETAE0120,12.85,14.2,2.88,3,-3.01,-1.19,-1.69,-4.48,1.61,1.41,0.54,0.69
2022/8/16 10:14,PCGETAE,,PCGETAE0320,14.04,12.92,2.41,2.77,2.77,1.71,2.19,-3.67,1.47,1.12,0.74,-0.42
,,,PCGETAE0620,12.7,13.23,1.85,2.89,2.95,1.93,2.14,-4.96,1.92,1.42,1.07,-1.98
,,,PCGETAE0820,11.96,15.55,1.78,2.91,3.25,1.85,2,-6.68,2.26,1.54,1.21,-3.54
,,,PCGETAE1120,12.65,14.59,1.34,1.96,2.8,2.34,2.6,-6.13,2.53,1.5,1.35,-3.75
,,,PCGETAE1308,12.51,17.09,1.93,2.7,3.99,4.78,6.03,6.03,2.42,1.38,1.39,-5.08
WSAWB20,PSC-QY-69K,002*28.3*TM1050 *New (P1) -990*Wire-03*0018*22081402,PAJECAA0120,10.72,13.22,2.45,2.86,2.86,-2.96,3.48,3.6,1.61,1.13,1.4,-1.02
2022/8/15 16:30,PAJECAA,,PAJECAA0320,10.82,14.24,1.9,2.71,2.71,-2.12,-2.42,-2.96,1.84,0.99,0.92,-2.6
,,,PAJECAA0520,12.26,14,2.03,2.94,4.15,-1.88,-3.62,-4.67,2.36,0.75,0.51,-3.79
,,,PAJECAA0720,9.96,16.05,1.91,2.29,3.07,-1.32,-4.59,-5.4,2.23,0.96,0.55,-4.63
,,,PAJECAA0920,10.41,19,1.04,1.41,1.68,-1.67,-5.31,-6.13,2.19,0.97,0.61,-5.16
,,,PAJECAA1108,11.56,15.96,1.9,1.99,2.01,4.42,4.68,4.68,2,0.84,0.61,-4.91
WSAWB20,GFF-QX-09B,001*35.5*TM1050 *New (P1) -972*Wire-02*0119*22081402,PAHEVAB0120,12.62,11.35,1.74,2.99,3.48,-1.22,-1.84,-2.13,2.17,1.48,2.17,-3.4
2022/8/14 22:43,PAHEVAB,,PAHEVAB0320,11.39,12.19,1.46,3.01,4.31,1.3,-2.5,-2.55,2.26,1.16,2.06,-3.68
,,,PAHEVAB0620,9.76,17.84,2.04,4.75,6.65,1.76,-2.87,-4.53,2.15,1.27,1.88,-1.97
,,,PAHEVAB0920,9.47,20.31,1.71,4.06,5.86,0.96,-3.89,-5.75,1.97,1.16,1.31,-1.96
,,,PAHEVAB1220,10.34,23.23,1.59,4.82,6.71,2.23,-4.36,-7.34,1.73,1.24,1.28,-1.38
,,,PAHEVAB1401,12.17,22.61,2.45,6.18,8.47,5.13,5.13,5.13,1.67,1.26,1.6,-1.08
WSAWB20,SAS-QX-L3B,012*29.5*TM1050 * A-984*Wire-03*0193*22081202,PGE9TAC0120,8.54,11.82,2.45,3.34,3.34,2.63,5.64,5.64,1.16,0.38,1.16,-1.87
2022/8/13 03:52,PGE9TAC,,PGE9TAC0320,8.43,9.78,1.86,2.77,2.77,4.91,6.55,6.55,0.84,0.4,0.84,-1.55
,,,PGE9TAC0520,8.41,10.68,1.16,1.99,-2.17,4.39,5.7,5.7,0.82,0.51,0.81,-0.81
,,,PGE9TAC0720,8.33,10.97,0.65,-1.34,-2.77,3.43,4.13,4.13,0.73,0.41,0.7,-1.75
,,,PGE9TAC0920,8.31,12.03,1.37,1.37,-2.09,3.84,4.04,4.04,0.83,0.29,0.83,-2.02
,,,PGE9TAC1108,8.92,11.38,1.37,2.29,2.29,6.43,6.79,6.79,1.03,0.39,1.03,-2.74
WSAWB20,IMC-QX-22R,011*28*TM1050 * A-971*Wire-02*0113*22081102,PGD9CAB0120,8.68,25.36,-4.5,-5.3,-6.12,1.05,2.02,2.16,5.26,1.68,0.58,-8.54
2022/8/12 09:52,PGD9CAB,,PGD9CAB0220,8.22,28.21,-5.03,-6.1,-7.4,2.19,2.19,2.4,5.47,1.54,0.64,-10.15
,,,PGD9CAB0420,8.63,31.6,-4.78,-6.87,-7.83,1.41,1.41,1.88,5.8,1.37,0.71,-11.81
,,,PGD9CAB0620,8.95,30.71,-4.88,-6.11,-7.37,0.9,-1.58,-1.66,5.8,1.43,0.76,-11.44
,,,PGD9CAB0820,8.62,33.08,-5.56,-6.37,-8.34,1.59,1.59,-1.84,6.21,1.59,0.68,-13.32
,,,PGD9CAB1020,8.84,33.23,-3.95,-4.36,-5.07,3.74,3.82,3.82,6.44,1.56,0.87,-14.92
WSAWB20,GSM-QY-05H,010*28.1*TM1050 * A-954*Wire-01*0116*22081002,PCE8JAB0120,8.9,17.45,6.75,8.31,9.08,2.07,4.24,4.63,2.56,1.24,1.53,-0.64
2022/8/11 04:45,PCE8JAB,,PCE8JAB0320,8.36,16.63,4.78,6.53,6.88,2.2,3.46,3.71,2.52,0.97,1.03,-0.56
,,,PCE8JAB0520,8.9,16.12,4.93,6.01,6.56,2.34,2.7,3.04,2.48,0.8,1.03,-0.69
,,,PCE8JAB0720,8.58,16.11,5.22,6.1,6.1,2.22,2.3,2.55,2.38,1.16,0.9,-0.98
,,,PCE8JAB0920,8.2,17.05,4.23,5.73,6.53,2.81,2.81,2.81,2.34,0.94,0.7,-1.18
,,,PCE8JAB1101,9.22,17.53,4.67,5.99,7.68,4.79,5.48,5.53,2.46,0.95,0.6,-2.13
WSAWB20,GSM-QY-AEH,009*32.4*TM1050 * A-945*Wire-03*0118*22080903,PDAJ0AB0120,8.5,18.4,1.8,3.39,3.39,-1.8,-1.92,-12.17,3.13,0.56,3.01,1.08
2022/8/10 10:22,PDAJ0AB,,PDAJ0AB0320,8.4,14.92,2.45,3.52,4.57,0.9,-1.01,-6.94,2.63,0.69,2.22,0.98
,,,PDAJ0AB0520,8.59,14.76,1.78,2.85,5.32,1.1,-1.61,-7.57,2.57,1,2.05,1.34
,,,PDAJ0AB0720,8.79,16.77,0.76,1.46,3.9,-1.11,-2.12,-10.69,2.55,1.08,2.55,0.95
,,,PDAJ0AB1020,8.83,14.45,-1.25,1.92,5.05,-0.54,-1.47,-9.3,2.53,1.27,1.84,0.99
,,,PDAJ0AB1208,9.08,12.96,0.9,4.1,7.26,2.43,2.77,-5.5,2.44,1.48,1.27,-0.05
WSAWB20,GFF-QY-13B,008*24.3*TM1050 * A-936*Wire-02*0060*22080802,P520DAF0120,7.81,9.7,1.63,3.8,6.97,2.25,2.25,2.52,2.38,1.1,0.76,-0.1
2022/8/9 16:31,P520DAF,,P520DAF0220,7.63,10.16,1.6,3.38,6.66,3.03,3.03,3.53,2.26,1.06,0.78,-0.12
,,,P520DAF0420,7.98,11.74,1.82,3.38,7.38,2.53,2.53,4.39,2.05,1.01,0.72,0.14
,,,P520DAF0620,7.69,9.94,1.75,2.21,5.89,3.22,3.22,3.22,1.98,1.22,0.57,-0.88
,,,P520DAF0820,7.88,10.67,1.5,2.96,7.01,3.85,3.85,3.85,1.96,1.17,0.64,-0.71
,,,P520DAF0920,9.72,13.99,1.58,5.22,9.11,5.63,5.63,5.63,1.76,1.24,0.76,-2.45
WSAWB20,INL-QX-BBB,007*23.3*TM1050 * A-927*Wire-01*0112*22080802,PEC14AJ0120,7.71,10.27,1.03,2.12,-2.79,2.94,3.51,3.51,1.53,1.16,1.02,-0.18
2022/8/8 22:50,PEC14AJ,,PEC14AJ0220,7.1,9.87,3.43,4.49,5.25,-2.97,3.62,4.06,1.68,1.27,1.36,-0.36
,,,PEC14AJ0420,7.69,10.49,3.34,4.29,5.14,-2.42,3.27,4.04,1.7,1.15,1.33,-0.38
,,,PEC14AJ0620,7.41,10.82,2.6,3.62,4.18,-3.09,-3.44,3.6,1.84,1.17,1.12,-0.87
