WSAW,PO/LOT,Comment,Wafer id,TTV,Warp,Entry Warp 10mm,Entry Warp 20mm,Entry Warp 30mm,Exit Warp 10mm,Exit Warp 20mm,Exit Warp 30mm,Wav ind,Entry wav,Exit wav,Bow
WSAWB20,UMC-QC-59K,021*29.9*TM860 *New (P1) -221*Wire-03*0103*22101802,PIB5VAB0120,9.14,7.75,2.66,5.8,6.25,1.22,2.83,3.33,0.83,0.35,0.83,-0.1
2022/10/19 11:51,PIB5VAB,,PIB5VAB0320,10.24,7.32,2.86,6.18,6.95,1.94,2.34,2.89,0.62,0.46,0.47,-0.72
,,,PIB5VAB0520,10.4,8.42,2.74,4.84,7.04,1.51,2.2,2.32,0.58,0.26,0.27,-1.07
,,,PIB5VAB0720,9.3,6.64,2.52,4.14,5.56,0.98,0.98,-1.17,0.43,0.45,0.23,-0.78
,,,PIB5VAB0920,9.85,7.8,2.07,3.59,4.73,2.28,2.34,2.34,0.74,0.5,0.42,-1.5
,,,PIB5VAB1120,11.54,8.47,3.23,5.07,6.67,5.92,6.67,6.67,0.98,0.32,0.98,-2.43
WSAWB20,CHT-QC-23B,020*29.9*TM860 *New (P1) -208*Wire-02*0101*22101801,PEHENAA0120,9.58,10,3.58,4.82,4.98,-0.73,2.96,3.07,0.89,0.45,0.79,0.39
2022/10/18 19:40,PEHENAA,,PEHENAA0320,9.47,9.66,3.44,5.92,6.15,1.76,2.49,2.85,0.88,0.6,0.35,0.36
,,,PEHENAA0520,9.4,9.61,3.11,6.11,6.45,1.56,2.47,2.82,0.94,0.57,0.39,-0.26
,,,PEHENAA0720,9.57,10.31,2.25,3.97,4.8,1.42,2.03,2.22,0.91,0.58,0.72,-0.23
,,,PEHENAA0920,9.54,10,1.99,3.44,3.95,2.52,3.24,3.38,0.86,0.63,0.65,-0.56
,,,PEHENAA1120,9.79,11.76,1.79,3.93,3.93,4.61,5.78,5.78,1.18,0.55,1.18,-1.29
WSAWB20,DEV-QC-60H,019*30.7*TM1050 *New (P1) -194*Wire-01*0107*22101602,PEHEMAH0120,9.51,6.87,1.64,1.76,1.76,0.67,2.68,3.38,0.91,0.35,0.91,0.13
2022/10/18 04:40,PEHEMAH,,PEHEMAH0320,9.87,6.5,-0.62,1.26,1.64,1.75,2.62,3.43,0.63,0.36,0.4,-0.1
,,,PEHEMAH0520,9.88,5.94,-0.75,2.13,2.68,2.14,2.47,2.91,0.67,0.53,0.37,-0.29
,,,PEHEMAH0820,9.97,6.59,-1.53,-1.53,1.77,2.59,2.59,2.99,0.7,0.45,0.43,-0.66
,,,PEHEMAH1020,9.92,6.67,-1.28,2.02,2.28,3.65,4.57,4.57,0.75,0.59,0.75,-0.49
,,,PEHEMAH1201,9.89,7.28,1.29,2,2.43,5.58,5.58,5.58,0.68,0.43,0.39,-0.76
WSAWB20,INL-QA-SAK,018*29.4*TM1050 *New (P1) -180*Wire-03*0021*22101602,PJAH4AM0120,9.76,4.97,1.62,1.95,1.95,1.24,1.9,2.39,0.36,0.28,0.14,0.19
2022/10/17 10:26,PJAH4AM,,PJAH4AM0320,10.32,5.2,1.78,2.48,2.74,1.81,1.99,2.22,0.38,0.33,0.3,-0.45
,,,PJAH4AM0520,9.89,4.55,0.61,1.91,2.16,1.8,2.17,2.34,0.44,0.22,0.25,-0.76
,,,PJAH4AM0720,10.55,5.78,0.98,1.36,1.45,1.54,1.54,1.54,0.46,0.28,0.29,-1.26
,,,PJAH4AM0920,10.33,6.58,1.05,1.19,1.19,2.37,2.37,-2.61,0.49,0.28,0.49,-1.18
,,,PJAH4AM1120,10.28,8.27,1.48,2,2,6.47,6.69,6.69,1.03,0.57,1.03,-1.62
WSAWB20,TSM-QX-20K,017*26.8*TM1050 *New (P1) -166*Wire-02*0201*22101502,PJBAYAH0120,9.26,5.73,1.12,3.22,3.22,2.1,4.65,4.87,0.71,0.62,0.71,-0.57
2022/10/16 16:39,PJBAYAH,,PJBAYAH0220,9.58,4.83,0.93,2.95,3.69,2.91,4.08,4.56,0.66,0.66,0.41,-1.09
,,,PJBAYAH0420,9.64,4.99,0.71,3.82,4.17,2.71,3.5,3.53,0.8,0.8,0.57,-1.09
,,,PJBAYAH0620,9.77,5.75,-0.69,2.78,3.33,3.1,3.1,3.1,0.73,0.73,0.34,-1.67
,,,PJBAYAH0820,9.49,6.12,0.98,2.8,3.02,3.73,3.73,3.82,0.76,0.76,0.49,-1.79
,,,PJBAYAH1020,10.38,9.13,1.48,4.53,4.92,3.58,3.58,3.58,0.86,0.86,0.63,-2.72
WSAWB20,SAS-QX-K4B,015*27.3*TM1050 *New (P1) -138*Wire-03*0117*22101402,PEC32AD0120,9.89,5.46,1.25,1.57,2.42,1.86,3.78,4.12,1.49,0.53,0.82,-0.43
2022/10/15 05:10,PEC32AD,,PEC32AD0220,9.98,5.3,-1.57,2.21,2.21,3.09,3.9,4.09,1.4,0.43,0.93,-0.7
,,,PEC32AD0420,10.28,5.84,1.31,2.67,3.72,3.91,4.18,4.49,1.55,0.48,0.69,-0.68
,,,PEC32AD0620,10.49,7.99,0.68,1.6,2.66,3.37,3.37,3.37,1.7,0.65,0.53,-1.43
,,,PEC32AD0820,9.79,7.55,1.49,1.55,1.83,4.53,4.53,4.53,1.81,0.23,0.77,-1.51
,,,PEC32AD1008,9.81,7.88,2.01,3.39,3.77,5.06,5.33,5.33,1.83,0.44,1.26,-1.66
WSAWB20,TSM-QC-Y4B,014*29.9*TM1050 *New (P1) -124*Wire-02*0102*22101302,PJF2ZAH0120,9.95,6.21,2.95,2.95,3.62,1.62,4.29,4.39,0.71,0.41,0.71,0.31
2022/10/14 11:04,PJF2ZAH,,PJF2ZAH0320,9.59,5.07,2,3.64,3.83,2.69,3.44,3.9,0.72,0.24,0.57,-0.04
,,,PJF2ZAH0520,9.66,5.12,1.84,3.2,4.7,2.47,2.84,3.01,0.45,0.22,0.31,-0.35
,,,PJF2ZAH0720,9.96,5.59,1.82,2.15,2.39,3.26,3.26,3.26,0.52,0.43,0.41,-0.61
,,,PJF2ZAH0920,9.77,4.46,2.41,2.62,3.4,2.79,2.79,-2.85,0.69,0.36,0.68,-0.32
,,,PJF2ZAH1120,10.5,8.87,3.43,4.36,5.43,4.62,4.62,4.62,1.15,0.41,1.15,-1.39
WSAWB20,DEV-QC-57M,013*30.2*TM1050 *New (P1) -112*Wire-01*0028*22101202,PFJG7AA0120,9.97,6,-1.51,-2.43,-2.43,0.83,2.89,3.74,1.38,0.5,0.76,0.03
2022/10/13 16:33,PFJG7AA,,PFJG7AA0320,10.35,6.62,-1.59,2.02,2.04,1.92,2.61,3.44,1.46,0.48,0.57,-0.03
,,,PFJG7AA0520,10.36,6.36,-1.65,-2.65,3.15,0.98,1.15,2.25,1.65,0.48,0.48,-0.63
,,,PFJG7AA0820,10.63,6.8,-1.28,-2.26,-2.26,1.54,-1.69,-1.69,1.94,0.46,0.39,-0.73
,,,PFJG7AA1020,10.83,7.43,-1.22,-1.67,1.7,2.52,2.52,2.52,2.1,0.46,0.78,-0.79
,,,PFJG7AA1201,10.83,10.59,2.55,3.64,4.44,4.27,4.66,4.66,2.3,0.37,0.88,-2.04
WSAWB20,TSM-QC-L8H,012*30.4*TM1050 *New (P1) -094*Wire-03*0089*22101201,PIE9FAA0120,9.84,5.65,1.95,2.51,3.7,0.78,2.49,3.04,0.52,0.22,0.52,0.03
2022/10/12 22:39,PIE9FAA,,PIE9FAA0320,10.03,5.33,1.17,2.88,3.13,1.2,1.71,2.95,0.61,0.44,0.47,-0.46
,,,PIE9FAA0520,10.24,6.36,1.2,3.15,4.25,1.74,1.74,2.36,0.55,0.44,0.3,-0.24
,,,PIE9FAA0820,10.51,7.31,1.27,2.76,3.18,1.67,1.67,-2.41,0.69,0.38,0.47,-1.45
,,,PIE9FAA1020,10.65,8.34,1.97,2.88,3.64,2.97,2.97,2.97,0.61,0.55,0.6,-1.96
,,,PIE9FAA1201,10.76,10.39,3.14,5.08,5.68,4.39,4.5,4.5,0.83,0.54,0.83,-2.55
WSAWB20,TSM-QC-H4N,010*29.8*TM1050 *New (P1) -067*Wire-01*0066*22101002,PEGDTAA0120,9.76,4.83,1.16,-1.56,-1.56,1,1.68,3.27,0.68,0.39,0.68,0.91
2022/10/11 10:59,PEGDTAA,,PEGDTAA0320,9.87,5.57,1.16,-1.17,-1.17,2.3,2.3,3.41,0.63,0.22,0.63,0.59
,,,PEGDTAA0520,10.28,4.98,1.19,2.02,2.94,2.22,2.22,2.22,0.52,0.45,0.45,-0.07
,,,PEGDTAA0720,10.25,5.71,1.04,1.04,1.75,1.97,-2.87,-4.35,0.92,0.43,0.89,-0.15
,,,PEGDTAA0920,10.62,6.37,1.48,1.49,1.7,2.39,-2.55,-3.43,0.79,0.69,0.42,-0.85
,,,PEGDTAA1120,11.48,7.09,2.52,3.31,3.82,3.49,3.49,-3.69,0.61,0.55,0.61,-1.63
WSAWB20,INL-QA-SAK,009*29.2*TM1050 *New (P1) -052*Wire-03*0054*22100903,PJAH3AJ0120,9.54,5.13,1.92,2.36,3.4,-1.16,2.31,3.82,0.69,0.34,0.69,1.27
2022/10/10 17:21,PJAH3AJ,,PJAH3AJ0320,9.65,5.16,1.92,2.58,4.07,1.82,2.43,3.84,0.46,0.22,0.42,0.86
,,,PJAH3AJ0520,9.49,5.12,2.09,3.37,4.72,1.98,2.92,4.23,0.5,0.33,0.45,0.42
,,,PJAH3AJ0720,9.24,5.71,1.87,2.65,3.63,1.58,1.58,1.58,0.44,0.35,0.41,0.7
,,,PJAH3AJ0920,9.45,5.8,2.42,3.05,3.84,1.9,1.9,1.9,0.43,0.32,0.38,0.37
,,,PJAH3AJ1108,8.92,7.63,2.26,2.73,3.68,2.2,2.96,2.96,0.7,0.29,0.7,0.27
WSAWB20,INL-QA-SAK,008*30.5*TM1050 *New (P1) -039*Wire-02*0028*22100901,PIA12AG0120,9.82,6.14,2.15,-3.03,-3.99,-1.56,2.15,2.4,0.54,0.54,0.54,-0.01
2022/10/9 22:15,PIA12AG,,PIA12AG0320,9.6,6.46,0.94,-2.59,-2.61,-1.55,1.99,2.54,0.55,0.43,0.55,-0.08
,,,PIA12AG0520,9.26,5.77,1.16,-2.74,-2.94,-1.16,1.66,2.6,0.55,0.39,0.55,-0.36
,,,PIA12AG0820,9.62,5.91,1.32,-3.02,-3.4,-1.58,-2.07,-2.23,0.55,0.44,0.35,-0.32
,,,PIA12AG1020,8.78,7.04,1.09,-3.46,-3.46,1.63,1.63,-1.97,0.61,0.54,0.53,-1.1
,,,PIA12AG1201,10.1,8.43,1.45,-2.65,-2.93,2.97,2.97,-3.85,1.26,0.47,1.26,-1.47
WSAWB20,TSN-QX-GMK,007*32.9*TM1050 *New (P1) -021*Wire-01*0121*22100802,PHEBGAK0120,9.87,5.72,1.51,1.93,1.93,-1.94,-1.95,2.52,0.7,0.33,0.7,-0.91
2022/10/9 04:18,PHEBGAK,,PHEBGAK0320,9.93,6.57,1.11,2.13,2.13,0.56,1.11,1.55,0.53,0.26,0.53,-1.48
,,,PHEBGAK0620,10.02,5.79,1.93,2.58,2.58,-1.07,-1.16,1.63,0.38,0.3,0.38,-1.63
,,,PHEBGAK0820,10.25,6.85,1.23,1.36,1.36,1.52,-1.96,-2.95,0.39,0.26,0.38,-1.95
,,,PHEBGAK1120,10.17,6.04,1.82,2.44,2.44,2.39,2.39,-2.46,0.54,0.28,0.54,-2.26
,,,PHEBGAK1301,9.9,7.33,2.61,3.99,3.99,5.72,5.72,5.72,1.26,0.26,1.26,-2.47
WSAWB20,TSN-QX-GMK,006*32.7*TM1050 *New (P1) -006*Wire-03*0106*22100702,PHEBFAK0120,9.15,6.45,2.27,2.98,3.09,-0.76,3.02,3.15,0.62,0.38,0.62,-0.45
2022/10/8 10:27,PHEBFAK,,PHEBFAK0320,9.04,5.63,1.88,2.48,3.33,1.01,2.08,2.22,0.59,0.38,0.29,-0.57
,,,PHEBFAK0520,9.01,5.18,2.17,3.27,3.42,1.34,2.63,3.01,0.6,0.39,0.38,-0.98
,,,PHEBFAK0820,8.46,6.07,2.12,2.12,2.12,0.62,1.4,1.53,0.64,0.37,0.35,-1.48
,,,PHEBFAK1020,8.11,4.92,2.57,2.57,2.79,1.87,2.7,2.7,0.61,0.37,0.46,-1.1
,,,PHEBFAK1214,8.97,5.16,2.74,3.82,3.98,6.01,6.51,6.51,0.66,0.23,0.66,-1.23
WSAWB20,TSN-QX-GMK,005*34.3*TM1050 *New (P1) -992*Wire-02*0018*22100701,PIC5GAH0120,9.14,6.09,3.95,4.52,4.52,1.01,1.62,2.56,0.69,0.52,0.69,0.32
2022/10/7 16:52,PIC5GAH,,PIC5GAH0320,8.73,6.32,3.94,3.94,4.82,0.72,-0.87,1.62,0.6,0.6,0.51,0.18
,,,PIC5GAH0620,8.69,4.99,4.79,5.17,5.17,0.98,-1.28,1.53,0.62,0.52,0.54,0.15
,,,PIC5GAH0820,8.6,5.43,3.65,4.03,4.09,-0.84,-1.51,1.65,0.64,0.56,0.55,0.05
,,,PIC5GAH1120,7.77,5.67,4.27,4.36,4.43,2.6,2.6,2.72,0.79,0.76,0.52,0.57
,,,PIC5GAH1308,7.77,8.75,4.48,5.94,6.58,5.98,5.98,5.98,0.81,0.81,0.66,0.42
WSAWB20,TSM-QX-S4F,004*34.4*TM1050 *New (P1) -977*Wire-01*0108*22100601,PJE0DAH0120,9.19,6.41,2.5,2.5,2.5,-2.59,-2.91,3.44,0.62,0.41,0.62,0.65
2022/10/6 22:36,PJE0DAH,,PJE0DAH0320,9.24,4.69,2.16,2.16,2.16,-1.68,-2.1,2.18,0.44,0.34,0.45,0.48
,,,PJE0DAH0620,8.87,4.06,2.57,2.57,2.57,-1.08,-1.91,2.38,0.41,0.31,0.41,0.24
,,,PJE0DAH0820,9.11,4.43,2.59,2.59,2.59,-1.2,-1.99,-1.99,0.42,0.25,0.34,0.62
,,,PJE0DAH1120,8,3.76,2.66,2.66,2.66,1.84,-2.25,2.86,0.46,0.36,0.51,0.59
,,,PJE0DAH1308,7.64,5.21,3.16,3.94,4.39,3.88,4.57,4.78,0.66,0.2,0.66,0.69
WSAWB20,TSM-QX-S4F,003*34.4*TM1050 *New (P1) -962*Wire-03*0105*22100502,PID9KAH0120,10.32,8.26,1.97,2.51,-3.08,-1.77,-1.77,2.48,0.67,0.53,0.47,1.29
2022/10/6 04:42,PID9KAH,,PID9KAH0320,10.35,4.7,1.72,2.5,2.5,-1.21,1.89,1.98,0.73,0.32,0.42,0.49
,,,PID9KAH0620,10.34,4.83,1.9,2.73,2.73,-0.86,1.34,1.58,0.77,0.35,0.5,0.4
,,,PID9KAH0820,10.11,4.73,1.39,1.66,-2.28,1.08,-1.25,1.28,0.78,0.26,0.4,0.16
,,,PID9KAH1120,10.36,5.63,1.57,1.57,1.57,2.04,2.55,2.55,0.61,0.23,0.32,-0.01
,,,PID9KAH1308,10.33,5.86,1.51,2.65,2.65,3.8,5.05,5.05,0.64,0.36,0.43,-0.01
WSAWB20,GSM-QX-09H,002*30.6*TM1050 *New (P1) -948*Wire-02*0022*22100402,PIHL5AJ0120,9.76,10.14,2.44,2.44,-3.36,-2.95,3.97,3.97,1.03,0.67,0.66,-2.37
2022/10/5 10:19,PIHL5AJ,,PIHL5AJ0320,10.14,9.2,1.75,1.75,-2.07,-1.08,1.47,1.47,0.99,0.52,0.28,-2.26
,,,PIHL5AJ0520,10.02,10.78,1.9,-2.03,-3.24,-1.3,-1.59,-1.78,1,0.68,0.24,-2.55
,,,PIHL5AJ0820,10.66,10.52,1.5,-2.37,-3.05,1.51,-1.69,-1.82,0.99,0.58,0.4,-2.53
,,,PIHL5AJ1020,10.28,10.41,1.12,-2.15,-2.88,2.42,2.44,2.44,1.15,0.59,0.54,-2.96
,,,PIHL5AJ1201,10.3,9.5,1.81,1.81,1.81,3.75,4.01,4.01,1.19,0.52,0.66,-3.54
WSAWB20,GSM-QX-09H,001*30.5*TM1050 *New (P1) -932*Wire-01*0003*22100303,PIHL3AJ0120,10.51,10.46,0.68,-2.77,-3.8,-0.96,2.99,3.53,0.54,0.38,0.54,-2.15
2022/10/4 16:55,PIHL3AJ,,PIHL3AJ0320,10.26,7.55,1.47,-1.53,-1.7,1.45,2.6,3.72,0.51,0.42,0.34,-0.24
,,,PIHL3AJ0520,10.1,7.17,1.74,-2.48,-3.22,1.22,2.09,3.14,0.59,0.46,0.47,-0.68
,,,PIHL3AJ0820,9.68,9.23,1.54,-2.68,-3.91,1.58,2.03,2.44,0.53,0.47,0.48,-1.05
,,,PIHL3AJ1020,10.72,10.69,2.25,2.25,-3.06,1.35,2.39,2.72,0.68,0.68,0.5,-1.5
,,,PIHL3AJ1201,10.38,12.3,3.83,3.99,3.99,3.21,4.78,4.78,0.84,0.74,0.73,-2.28
WSAWB20,TSM-QX-20K,050*29.1*TM860 * A-807*Wire-03*0113*22100203,PHD42AE0120,8.16,7.18,2.05,2.78,3.19,-0.93,2.52,2.58,0.86,0.75,0.56,-1.28
2022/10/3 11:02,PHD42AE,,PHD42AE0320,7.88,6.81,1.53,2.89,3.72,0.8,3.69,4.82,0.78,0.66,0.63,-1.49
,,,PHD42AE0520,7.11,7.49,1.23,2.07,2.86,0.44,3.9,5.42,1.08,0.7,1,-2.14
,,,PHD42AE0720,7.03,8.25,-1.9,-1.9,-1.9,1.22,3.54,4.67,0.81,0.79,0.79,-1.82
,,,PHD42AE0920,6.76,8.1,-2.68,-2.68,-2.68,2.04,6,6.46,0.91,0.68,0.91,-2.46
,,,PHD42AE1108,6.74,8.72,-2.82,-2.82,-2.82,5.45,9.48,9.81,0.87,0.73,0.87,-2.86
WSAWB20,TSM-QX-20K,049*29.3*TM860 * A-794*Wire-02*0012*22100202,PJE0BAE0120,7.76,8.29,3.7,5.85,6.68,-1.24,2.32,2.99,1.18,0.31,0.59,-1.38
2022/10/2 20:16,PJE0BAE,,PJE0BAE0320,8,7.65,2.69,6,7.15,1.66,3.93,4.87,1.33,0.49,0.37,-1.39
,,,PJE0BAE0520,7.06,8.42,2.13,5.44,6.57,2.69,4.48,7.39,1.35,0.47,0.75,-1.31
,,,PJE0BAE0720,6.99,8.72,1.27,3.34,4.22,1.6,3.8,5.03,1.23,0.44,0.58,-1.63
,,,PJE0BAE0920,6.47,8.08,-1.44,3.49,4.21,2.78,5.24,6.74,1.1,0.49,0.78,-1.61
,,,PJE0BAE1108,6.32,10.68,-1.76,3.24,4.11,6.16,8.68,9.45,1.33,0.52,0.9,-1.85
WSAWB20,UMS-QC-09F,047*29.7*TM860 * A-776*Wire-03*0192*22093002,PEICWAD0120,8.14,7.69,3.95,3.95,3.95,1.05,3.22,3.22,0.78,0.61,0.78,-0.67
2022/10/1 14:46,PEICWAD,,PEICWAD0320,9.02,5.98,2.94,3.1,-3.33,2.31,3.73,3.82,0.65,0.64,0.65,-0.9
,,,PEICWAD0520,8.78,7.23,1.84,-2.71,-2.99,1.25,2.28,2.82,0.5,0.69,0.47,-1.7
,,,PEICWAD0720,9.23,8.21,0.95,-3.55,-3.74,1.29,2.04,2.04,0.61,0.66,0.61,-1.74
,,,PEICWAD0920,9.52,8.35,-1.25,-3.53,-3.96,0.95,2.38,2.38,0.66,0.66,0.62,-1.95
,,,PEICWAD1120,9.53,11.6,-1.94,-4.3,-5.04,5.85,7.63,7.63,0.87,0.53,0.87,-3.25
WSAWB20,UMX-QC-05B,045*34.2*TM860 * A-755*Wire-01*0101*22092903,PGIWBAE0120,9.01,7.73,3.36,4.46,4.89,-0.83,1.4,4.04,0.75,0.6,0.64,1.15
2022/9/30 08:54,PGIWBAE,,PGIWBAE0320,9.44,8.1,2.61,3.78,5.34,0.97,1.17,3.71,1.15,0.31,0.65,1
,,,PGIWBAE0620,9.25,7.52,1.24,4.11,4.58,-0.69,-0.78,3.74,1.01,0.34,0.92,0.38
,,,PGIWBAE0820,9.42,6.83,-0.49,1.86,2.22,0.31,-0.88,2.65,0.9,0.22,0.63,0.56
,,,PGIWBAE1120,9.84,8.23,-2.18,-2.18,2.57,0.86,1.24,3.07,0.87,0.42,0.77,0.19
,,,PGIWBAE1308,10.16,6.84,-2.68,-2.68,-2.68,3.9,4.06,4.78,0.9,0.42,0.51,-0.11
WSAWB20,DEV-QC-60H,046*29.9*TM860 * A-765*Wire-02*0002*22093001,PFF31AH0120,9.05,7.62,2.8,5.88,6.14,-1.01,1.93,1.99,0.57,0.57,0.25,-0.56
2022/9/30 23:35,PFF31AH,,PFF31AH0320,8.33,6.51,2.13,4.71,5.39,1.64,1.7,1.98,0.43,0.39,0.18,-0.65
,,,PFF31AH0520,8.89,7.63,0.99,3.55,4.24,1.37,1.53,2.23,0.46,0.44,0.42,-1.23
,,,PFF31AH0720,8.75,6.68,-1.02,2.81,3.64,1.2,1.5,1.84,0.4,0.45,0.34,-1.11
,,,PFF31AH0920,9.54,6.27,-1.53,2.25,3.24,1.41,1.82,2.25,0.55,0.55,0.4,-1.27
,,,PFF31AH1120,10.09,8.21,-2.87,-2.87,3.24,5.89,7,7,0.63,0.6,0.64,-2.41
WSAWB20,TSM-QX-S4F,043*32*TM860 * A-734*Wire-02*0016*22092802,PID9GAK0120,9.57,7.8,0.85,2.38,2.88,-0.66,2.94,3.48,0.59,0.59,0.43,0.37
2022/9/29 02:28,PID9GAK,,PID9GAK0320,9.09,5.07,0.95,2.63,3.12,1.52,1.61,3.15,0.5,0.35,0.15,0.02
,,,PID9GAK0520,9.24,5.37,-0.78,2.02,2.69,1.28,2.38,2.62,0.47,0.36,0.18,0.04
,,,PID9GAK0820,9.71,6.83,-2.33,-2.33,-2.33,0.85,1.28,1.7,0.52,0.52,0.33,-0.97
,,,PID9GAK1020,9.14,6.13,-3.36,-3.36,-3.36,1.77,1.92,2.84,0.57,0.57,0.3,-0.76
WSAWB20,UMS-QC-07K,044*30.4*TM860 * A-744*Wire-03*0071*22092902,PHH8DAA0120,9.32,6.5,1.89,2.8,3.13,-1.54,2.93,3.1,0.68,0.56,0.68,0.62
2022/9/29 17:07,PHH8DAA,,PHH8DAA0320,9.47,5.81,1.2,1.71,2.51,1.53,2.88,3.22,0.54,0.39,0.36,-0.19
,,,PHH8DAA0520,9.42,5.17,0.79,0.84,1.1,1.04,2.22,2.93,0.58,0.25,0.51,-0.51
,,,PHH8DAA0820,9.93,6.79,-1.79,-1.93,-1.93,0.87,1.48,2.3,0.5,0.44,0.46,-0.8
,,,PHH8DAA1020,10.24,7.04,-3.52,-3.91,-3.97,1.3,2.81,2.84,0.56,0.45,0.56,-0.81
,,,PHH8DAA1201,10.83,8.84,-3.33,-3.6,-4.03,3,4.82,4.82,0.55,0.36,0.53,-1.68
,,,PID9GAK1208,9.92,6.42,-4.21,-4.21,-4.21,3.48,4.19,4.87,0.69,0.69,0.48,-1.19
WSAWB20,TSM-QX-20K,042*27.8*TM860 * A-722*Wire-01*0007*22092703,PJF2VAK0120,8.96,9.22,2.59,3.56,4.71,-1.1,2.24,3.45,1.12,0.75,0.95,0.21
2022/9/28 11:56,PJF2VAK,,PJF2VAK0320,9.48,8.36,1.98,3.83,4.09,0.8,1.88,2.78,0.85,0.56,0.75,0.06
,,,PJF2VAK0520,9.24,6.98,0.9,2.01,2.16,-0.89,1.92,2.94,0.84,0.36,0.77,-0.62
,,,PJF2VAK0720,9,5.49,-1.46,-1.46,1.62,0.37,0.65,1.07,0.9,0.32,0.71,-0.83
,,,PJF2VAK0920,9.19,5.66,-2.06,-2.1,-2.1,0.85,1.9,1.9,0.77,0.31,0.74,-1.2
,,,PJF2VAK1101,10.78,7.07,-1.75,-1.75,2.2,3.41,4.2,4.25,0.85,0.38,0.84,-2.29
WSAWB20,TSM-QX-20K,040*33.8*TM860 * A-702*Wire-02*0011*22092603,PJD9SAH0120,9.53,10.63,-1.11,-1.7,-2.66,1.96,3.5,4.64,0.9,0.47,0.49,-0.12
2022/9/27 05:02,PJD9SAH,,PJD9SAH0320,9.26,8.49,-1,-1.51,-1.51,2.34,3.51,4.49,0.89,0.29,0.5,-0.24
,,,PJD9SAH0620,8.91,8.95,-1.85,-2.46,-2.46,1.28,3.38,4.62,0.79,0.35,0.37,-0.29
,,,PJD9SAH0820,8.97,7.02,-3.27,-4.1,-4.15,1.5,2.91,3.58,0.76,0.41,0.39,-0.92
,,,PJD9SAH1120,9.07,6.06,-5.19,-5.97,-5.97,2.24,4.15,4.39,0.76,0.57,0.65,-0.77
,,,PJD9SAH1308,9.85,12.43,-3.92,-4.98,-5.76,5,7.02,7.02,1.16,0.77,1.16,-2
WSAWB20,GIE-QA-22H,041*28.3*TM860 * A-713*Wire-03*0003*22092702,PEHDQAA0120,8.67,8.47,1.73,2.2,3.04,1.74,3.24,4.58,0.47,0.3,0.32,-0.15
2022/9/27 20:20,PEHDQAA,,PEHDQAA0320,9.46,8.1,1.23,1.23,2.31,1.82,3.15,4.59,0.45,0.36,0.42,-0.47
,,,PEHDQAA0520,8.82,6.21,-1.36,-2,-2,1.2,1.7,3.76,0.51,0.44,0.5,-1.31
,,,PEHDQAA0720,9.24,5.99,-1.88,-3.31,-3.31,1.61,1.61,3.29,0.64,0.64,0.39,-1.23
,,,PEHDQAA0920,9.22,6.07,-3.61,-4.16,-4.16,1.52,2.37,2.56,0.55,0.55,0.35,-1.23
,,,PEHDQAA1101,9.92,7.55,-3.34,-4.1,-4.1,4.26,5.05,6.74,0.53,0.56,0.37,-1.49
WSAWB20,UMC-QC-L2B,039*28.6*TM860 * A-683*Wire-01*0113*22092502,PHEBEAD0120,8.59,6.63,-1.08,-2.06,-2.06,0.94,3.35,3.39,0.47,0.36,0.47,-0.29
2022/9/26 14:02,PHEBEAD,,PHEBEAD0320,9.2,5.46,-1.55,-1.82,-2.15,1.81,2.96,3.24,0.38,0.39,0.27,-0.54
,,,PHEBEAD0520,8.53,5.42,-2.4,-2.84,-2.84,1.34,3.35,3.8,0.48,0.48,0.38,-0.83
,,,PHEBEAD0720,8.82,8.52,-3.04,-4.44,-4.64,1.24,2.3,2.3,0.58,0.58,0.43,-1.41
,,,PHEBEAD0920,8.92,8.54,-4.88,-5.96,-6.17,1.73,2.89,2.89,0.78,0.78,0.63,-1.25
,,,PHEBEAD1108,8.34,10.15,-5.19,-5.48,-5.69,5.59,7.5,7.84,0.71,0.71,0.65,-2.48
WSAWB20,UMC-QC-L2B,037*30.2*TM860 * A-675*Wire-02*0103*22092403,PIFY2AD0120,9.22,6.36,3.24,4.09,4.24,-0.92,1.68,2.07,0.64,0.44,0.41,-0.83
2022/9/25 08:37,PIFY2AD,,PIFY2AD0320,7.96,6.53,3.04,3.4,4.01,1.28,1.57,2.54,0.59,0.58,0.31,-1.13
,,,PIFY2AD0520,7.34,6.68,2.14,2.22,3.08,1.24,1.73,2.91,0.54,0.43,0.32,-0.99
,,,PIFY2AD0820,7.67,5.72,0.42,-1.48,1.67,1.24,1.9,2.19,0.49,0.32,0.19,-1.24
,,,PIFY2AD1020,7.72,6.9,-1.59,-2.75,-2.75,1.11,1.58,1.77,0.56,0.44,0.29,-1.65
,,,PIFY2AD1201,8.67,8.6,-1.4,-2.6,-2.6,7.81,8.17,8.17,0.95,0.56,0.95,-1.76
WSAWB20,UMC-QC-L2B,038*29*TM860 * A-684*Wire-03*0007*22092502,PHEBEAA0120,7.98,6.71,1.8,1.8,2.63,1.03,2.98,4.9,1.04,0.32,1.04,-0.61
2022/9/25 23:23,PHEBEAA,,PHEBEAA0320,8.78,6.64,2.68,2.68,2.68,1.92,3.75,5.23,0.53,0.24,0.46,-0.24
,,,PHEBEAA0520,7.75,7.7,-1.95,-1.96,-1.96,1.76,3.98,6.69,0.92,0.39,0.92,-0.57
