WSAW,PO/LOT,Comment,Wafer id,TTV,Warp,Bow,Wav ind,Entry Warp 10mm,Entry Warp 20mm,Entry Warp 30mm,Exit Warp 10mm,Exit Warp 20mm,Exit Warp 30mm,Entry wav,Exit wav
,,,PHD9XAA0520,10.07,6.55,-1.6,0.41,1.04,-1.05,-1.63,2.53,2.53,2.56,0.4,0.18
,,,PHD9XAA0720,10.52,8.4,-2.28,0.4,-0.78,-1.89,-2.21,2.29,2.29,2.29,0.23,0.2
,,,PHD9XAA0920,9.64,8.06,-2.4,0.48,-2.22,-2.73,-3.39,3.39,3.44,3.44,0.29,0.4
,,,PHD9XAA1120,11.12,8.01,-3.19,0.97,0.96,-1.27,-1.42,6.33,7.37,7.6,0.31,0.97
WSAWB20,TSM-QX-20H,017*31.4*TM860 *New (P1) -705*Wire-02*0054*22042303,PIE7QAE0120,9.64,7.99,-1.67,1.18,0.82,-0.96,-1.7,-1.38,1.73,2.88,0.43,1.18
2022/4/24 02:05,PIE7QAE,,PIE7QAE0320,9.61,9.6,-2.22,0.97,-0.8,-1.43,-2.7,2.31,3.84,4.17,0.92,0.97
,,,PIE7QAE0520,8.48,12.32,-2.8,0.82,-1.01,-2.12,-3.68,2.59,2.59,2.59,0.8,0.82
,,,PIE7QAE0820,8,11.74,-4.11,0.93,-0.68,-0.68,-1.51,2.7,2.97,3.47,0.93,0.63
,,,PIE7QAE1020,8.39,11.37,-4.19,0.91,-1.74,2.01,2.01,2.67,3.93,4.03,0.81,0.52
,,,PIE7QAE1208,9.03,9.46,-3.18,0.75,-0.93,2.76,3.98,5.27,7.08,8,0.68,0.75
WSAWB20,INL-QA-SAK,018*30.5*TM860 *New (P1) -716*Wire-03*0103*22042401,PGIURAG0120,9.01,9.83,0.65,1,-1.13,-2.45,-4.58,-1.65,-2.78,3.08,0.24,1
2022/4/24 17:29,PGIURAG,,PGIURAG0320,9.42,11.68,-0.42,0.93,-1.35,-3.41,-5.68,2.5,2.5,3.83,0.35,0.86
,,,PGIURAG0520,8.83,12.56,-1.32,0.6,-1.58,-3.57,-5.71,3.02,3.19,3.48,0.36,0.49
,,,PGIURAG0820,8.71,12.23,-2.56,0.65,-1.25,-2.37,-3.99,2.36,3.27,3.27,0.5,0.37
,,,PGIURAG1020,8.75,9.45,-1.7,0.91,-2.15,-2.15,-3.41,3.41,4.45,4.45,0.61,0.59
,,,PGIURAG1201,8.88,12.73,-1.83,1.15,-0.66,2.85,2.85,8.89,10.92,10.92,0.99,1.15
WSAWB20,UMS-QC-09F,016*30.2*TM860 *New (P1) -691*Wire-01*0027*22042202,PEIAQAD0120,9.09,6.27,-0.44,1.05,1.33,1.34,1.55,1.07,2.15,2.76,0.52,1.05
2022/4/23 11:15,PEIAQAD,,PEIAQAD0320,8.89,9.35,-0.97,0.75,-1,-1.28,-1.28,1.64,1.94,2.32,0.4,0.62
,,,PEIAQAD0520,9.34,9.5,-1.6,0.65,-0.8,-1.27,-1.61,3.06,3.84,3.84,0.64,0.61
,,,PEIAQAD0720,7.86,8.86,-2.17,0.84,0.67,2.43,2.43,2.5,2.78,3.57,0.73,0.54
,,,PEIAQAD0920,8.56,8.49,-2.32,1.13,-1.46,2.9,3.97,3.03,3.6,3.6,1.13,0.43
,,,PEIAQAD1120,9.49,10.08,-2.5,0.78,-1.41,4.55,5.9,7.22,9.61,10.65,0.66,0.74
WSAWB20,TSM-QC-U6B,015*28.6*TM860 *New (P1) -619*Wire-03*0009*22042201,PID6SAA0120,8.63,7.71,0.02,1.06,0.85,-1.11,-2.35,-2.18,3.43,4.01,0.41,1.06
2022/4/22 20:00,PID6SAA,,PID6SAA0320,8.47,9.67,-0.91,0.44,-1.15,-2.56,-3.94,1.17,1.17,1.17,0.23,0.36
,,,PID6SAA0520,8.11,8.72,-1.29,0.35,0.97,-2.24,-3.63,1.06,-1.24,-1.61,0.21,0.24
,,,PID6SAA0720,8.15,8.81,-1.96,0.43,-1.49,-2.22,-2.67,1.3,1.3,-1.35,0.18,0.32
,,,PID6SAA0920,7.66,7.93,-1.99,0.58,-1.52,-1.93,-2.14,1.91,1.91,1.91,0.34,0.58
,,,PID6SAA1108,8.34,6.82,-1.77,0.99,-0.85,0.86,0.94,5.92,7.17,7.17,0.57,0.99
WSAWB20,UMC-QC-59K,014*28.8*TM860 *New (P1) -666*Wire-02*0041*22042102,PHJZSAD0120,9.55,6.44,-0.49,1.2,1.35,-1.84,-2.42,-1.4,3.27,3.42,0.3,1.2
2022/4/22 05:11,PHJZSAD,,PHJZSAD0320,8.91,6.92,-1.29,0.49,1.8,-2.72,-3.85,2.12,2.15,2.45,0.33,0.49
,,,PHJZSAD0520,8.43,6.66,-1.46,0.51,1.41,-1.77,-2.74,2.06,2.19,2.36,0.34,0.44
,,,PHJZSAD0720,8.85,6.65,-1.77,0.65,0.83,-1.5,-1.66,2.33,2.33,2.33,0.33,0.38
,,,PHJZSAD0920,9.12,7.08,-1.68,0.73,-2.02,-2.04,-2.09,2.99,3.41,3.41,0.28,0.73
,,,PHJZSAD1108,87.89,38.65,-7.12,4.31,-21.93,-35.91,-37.21,15.69,15.69,-23.56,4.31,3.6
WSAWB20,UMC-QC-59K,013*28.8*TM860 *New (P1) -653*Wire-01*0037*22042002,PEGBHAD0120,8.95,9.96,-0.29,0.7,-1.73,-3.09,-3.91,-2.31,-2.31,2.71,0.48,0.66
2022/4/21 14:25,PEGBHAD,,PEGBHAD0320,8.91,9.35,-0.95,0.37,-2.06,-3.74,-4.54,0.89,0.89,-1.21,0.23,0.13
,,,PEGBHAD0520,8.48,8.34,-1.72,0.42,-2.17,-3.25,-3.73,1.06,-1.11,-1.51,0.34,0.14
,,,PEGBHAD0720,8.33,8.46,-1.78,0.52,-1.55,-2.06,-2.06,0.79,-1.44,-1.55,0.3,0.21
,,,PEGBHAD0920,7.6,7.81,-1.68,0.61,-2.22,-2.33,-2.33,1.88,2.12,2.64,0.3,0.23
,,,PEGBHAD1108,7.98,7.38,-2.38,0.54,-1.38,-1.42,-1.42,6.22,7.16,7.41,0.39,0.54
WSAWB20,INL-QA-SAK,012*25.7*TM860 *New (P1) -637*Wire-03*0003*22042002,PIHJ1AD0120,9.93,7.47,-0.39,0.84,0.62,-0.81,-0.83,-1.44,-1.64,-1.99,0.19,0.84
2022/4/20 23:41,PIHJ1AD,,PIHJ1AD0220,10.14,6.81,-1.01,0.4,0.79,-1.73,-1.88,0.6,-0.84,0.98,0.23,0.37
,,,PIHJ1AD0420,10.59,7.05,-2.09,0.44,-0.67,-0.99,-0.99,0.93,-1.05,-1.24,0.36,0.27
,,,PIHJ1AD0620,10.57,9.04,-3.28,0.47,-1.53,-1.8,-1.8,0.5,-1.41,-1.96,0.42,0.23
,,,PIHJ1AD0820,10.49,10.37,-2.81,0.56,-1.33,-1.45,2.54,0.96,0.96,-2.24,0.51,0.56
,,,PIHJ1AD1008,12.05,11.65,-3.32,0.93,0.62,2.82,4.75,5.01,5.72,5.72,0.59,0.93
WSAWB20,UMC-QC-59K,011*28.8*TM860 *New (P1) -625*Wire-02*0105*22041902,PFE38AD0120,10.49,4.97,1.77,0.54,2.02,2.27,2.27,-3.09,-3.09,-3.09,0.39,0.61
2022/4/20 08:43,PFE38AD,,PFE38AD0320,10.22,5.78,0.53,0.5,1.32,1.48,1.48,0.43,0.83,0.93,0.38,0.36
,,,PFE38AD0520,10.99,6.12,-0.96,0.54,1.39,1.88,1.88,-0.43,1.62,2.25,0.32,0.54
,,,PFE38AD0720,11.1,6.71,-1.26,0.39,0.37,1.02,1.02,0.66,0.82,-1.55,0.27,0.39
,,,PFE38AD0920,11.09,5.92,-0.56,0.72,0.63,2.09,2.19,1.35,1.55,-2.3,0.62,0.5
,,,PFE38AD1101,11.81,7.89,-1.46,0.67,1.08,2.71,2.89,3.29,4.39,4.39,0.66,0.51
WSAWB20,UMC-QC-59K,009*28.7*TM860 *New (P1) -597*Wire-03*0102*22041802,PHJZPAG0120,10.78,7.67,0.62,0.81,-1.01,-2.08,-2.72,-3.03,-3.32,-3.32,0.29,0.75
2022/4/19 02:38,PHJZPAG,,PHJZPAG0320,9.24,6.69,-0.24,0.58,-0.89,-1.77,-2.59,-0.72,-2.45,-2.45,0.31,0.37
,,,PHJZPAG0520,8.78,7.34,-1.27,0.53,0.7,-1.28,-1.28,1.2,-2.36,-2.44,0.28,0.36
,,,PHJZPAG0720,8.89,7.78,-1.75,0.6,-0.56,-1.14,-1.14,0.71,-1.77,-1.77,0.21,0.45
,,,PHJZPAG0920,8.3,8.53,-1.95,0.71,0.55,0.64,0.85,1.67,-1.69,-2.13,0.31,0.31
,,,PHJZPAG1108,9.24,8.11,-2.09,0.78,1.19,2.09,2.76,3.52,3.81,3.81,0.44,0.59
WSAWB20,UMC-QC-59K,010*29*TM860 *New (P1) -610*Wire-01*0113*22041901,PEIANAJ0120,9.87,9.15,-1.55,0.71,1.64,-1.88,-2.23,-4.42,-4.78,-4.78,0.29,0.59
2022/4/19 17:10,PEIANAJ,,PEIANAJ0320,9.53,9,-2.87,0.78,1.45,-2.47,-2.72,-0.56,-1.09,1.29,0.44,0.23
,,,PEIANAJ0520,9.75,8.52,-3.77,0.89,-1.56,-2.3,-2.3,0.98,0.98,1.27,0.41,0.19
,,,PEIANAJ0720,10.1,9.11,-3.59,1.27,-1.1,-1.58,-1.58,-0.77,-1.7,-2.51,0.36,0.5
,,,PEIANAJ0920,9.93,8.49,-3.98,0.88,1.08,-1.65,1.89,-1.06,-1.7,-1.7,0.22,0.45
,,,PEIANAJ1108,10.44,9.59,-4.59,0.66,-1.3,1.73,1.88,0.99,1.15,-1.62,0.3,0.55
WSAWB20,UMC-QC-59K,008*29*TM860 *New (P1) -582*Wire-02*0058*22041702,PHE74AG0120,10.9,9.41,0.21,1.98,1.91,2.01,-2.54,-2,-3.37,-3.37,0.98,0.87
2022/4/18 11:54,PHE74AG,,PHE74AG0220,9.57,6.92,-1.06,1.2,1.38,1.61,1.61,0.97,-1.57,-2.09,0.37,0.57
,,,PHE74AG0420,9.48,5.16,-0.74,0.59,1.25,1.52,1.7,3.57,3.57,3.57,0.35,0.46
,,,PHE74AG0620,9.3,6.31,-1.73,0.65,1.15,2.18,2.51,1.55,1.55,1.55,0.24,0.3
,,,PHE74AG0820,9.42,6.33,-1.68,0.8,1.88,3.34,3.8,2.11,2.53,2.53,0.37,0.43
,,,PHE74AG1020,9.88,9.05,-1.99,0.61,2.44,4.59,5.31,3.51,4.4,4.4,0.53,0.59
WSAWB20,TSM-QC-L8H,007*27.7*TM860 *New (P1) -570*Wire-01*0111*22041701,PJF1CAB0120,9.75,11.05,0.92,2.37,0.96,1.86,-2.97,-3.12,-4.47,-5.62,1.45,0.7
2022/4/17 20:38,PJF1CAB,,PJF1CAB0320,9.13,6.08,-0.9,0.78,1.14,-1.48,-1.48,0.9,-1,-1,0.67,0.23
,,,PJF1CAB0520,9.39,6.05,-1.51,0.72,1.29,2.03,2.03,1.19,-1.39,-1.62,0.3,0.23
,,,PJF1CAB0720,9.31,7.56,-2.52,0.85,1,1.91,2.06,0.99,0.99,-1.78,0.45,0.34
,,,PJF1CAB0920,8.49,9.05,-2.56,0.77,1.63,3.86,3.96,2.33,2.53,2.53,0.58,0.43
,,,PJF1CAB1101,9.09,10.47,-2.57,0.86,1.96,4.31,4.67,4.14,4.42,4.42,0.67,0.63
WSAWB20,INL-QA-SAK,006*30.5*TM860 *New (P1) -558*Wire-03*0073*22041602,PIB4GAG0120,10.82,5.6,2.17,1,2.34,3.01,3.01,-2.5,-2.5,-2.5,0.77,0.36
2022/4/17 05:35,PIB4GAG,,PIB4GAG0320,10.04,5.18,-0.31,0.46,1.17,-2.02,-2.16,2.32,2.54,3.01,0.37,0.23
,,,PIB4GAG0520,9.98,4.36,-0.31,0.47,1.1,1.1,1.1,1.82,2.14,2.14,0.25,0.2
,,,PIB4GAG0720,9.78,6.43,-0.51,0.58,0.61,0.79,0.79,1.05,1.97,1.98,0.31,0.19
,,,PIB4GAG0920,9.78,5.23,-0.69,0.65,1.13,1.44,1.44,2,2.77,2.77,0.38,0.35
,,,PIB4GAG1120,10.55,7.82,-1.82,0.64,1.65,2.07,2.46,4.69,5.8,5.8,0.49,0.64
WSAWB20,TSM-QX-20H,005*33.4*TM860 *New (P1) -546*Wire-02*0119*22041601,PJG0AAH0120,9.52,8.32,3.39,1.26,1.77,-1.8,-2.79,-4.31,-5.94,-6.75,0.54,0.7
2022/4/16 14:28,PJG0AAH,,PJG0AAH0320,9.25,6.83,-2,0.48,0.79,1.23,1.91,1.98,1.98,1.98,0.43,0.46
,,,PJG0AAH0620,9.35,4.41,-0.35,0.46,-0.72,1.15,1.72,2.54,2.54,2.54,0.38,0.44
,,,PJG0AAH0820,9.05,4.95,-1.18,0.45,0.47,0.88,1.58,1.98,2.04,2.04,0.35,0.44
,,,PJG0AAH1120,8.9,5.06,-2.04,0.58,0.9,2.38,3.21,3.08,3.25,3.25,0.56,0.58
,,,PJG0AAH1308,9.65,8.4,-2.36,0.82,2.04,4.31,5.27,5.77,7.73,7.73,0.81,0.82
WSAWB20,TSM-QX-20H,003*29.8*TM1050 *New (P1) -515*Wire-03*0103*22041402,PJF1CAH0120,10.39,7.9,0.99,0.73,0.81,-1.74,-1.74,-0.99,2.33,2.76,0.73,0.7
2022/4/15 05:58,PJF1CAH,,PJF1CAH0320,9.78,9.21,0.49,0.69,-1.53,-2.08,-2.08,2.46,2.99,3.01,0.69,0.54
,,,PJF1CAH0520,10.18,8.83,0.01,0.68,-1.11,-1.58,-1.58,2.59,2.77,2.8,0.67,0.68
,,,PJF1CAH0720,10.7,8.03,-0.55,0.8,-1.29,-1.72,-1.72,2.09,2.09,2.09,0.61,0.8
,,,PJF1CAH0920,10.61,7.98,-0.89,0.75,-0.91,-1.21,1.24,2.05,2.05,2.05,0.63,0.75
,,,PJF1CAH1120,11.04,6.34,-1.53,0.78,1.3,1.86,2.06,2.27,2.65,2.65,0.78,0.69
WSAWB20,TSM-QX-S4E,004*33*TM1050 *New (P1) -529*Wire-01*0025*22041501,PIC3PAD0120,11.52,6.09,-0.58,0.56,1.1,-1.21,-3.31,-2.13,-3.06,-3.06,0.39,0.34
2022/4/15 23:54,PIC3PAD,,PIC3PAD0320,11.45,4.05,-0.24,0.54,-1.77,-2.79,-3.45,1.73,1.73,1.76,0.39,0.33
,,,PIC3PAD0620,11.49,3.98,-0.74,0.51,-1.33,-1.64,-1.64,1.27,-1.75,-1.75,0.25,0.29
,,,PIC3PAD0820,12.17,6.98,-2.35,0.6,-1.24,-1.27,-1.71,1.08,-1.29,-1.69,0.26,0.26
,,,PIC3PAD1120,12.16,6.64,-1.03,0.73,0.75,1.51,1.81,1.17,1.26,-1.83,0.44,0.59
,,,PIC3PAD1301,14.08,7.03,-2.26,0.94,1.68,2.92,3.71,4.91,4.93,4.93,0.64,0.94
WSAWB20,TSM-QY-01B,002*32.5*TM1050 *New (P1) -499*Wire-02*0032*22041302,PAC4XAA0120,10.83,8.09,1.08,0.92,-0.5,-1.66,-1.82,2.05,4.03,4.17,0.26,0.92
2022/4/14 12:00,PAC4XAA,,PAC4XAA0320,11.08,7.35,0.46,0.54,-0.82,-1.62,-1.62,3.49,3.74,3.74,0.37,0.46
,,,PAC4XAA0520,11.28,7.77,0.47,0.61,-1.02,-1.65,-1.65,4.16,4.16,4.16,0.3,0.55
,,,PAC4XAA0820,11.69,6.73,-0.48,0.87,-1.13,-1.87,-2.01,2.52,2.52,2.52,0.28,0.85
,,,PAC4XAA1020,11.45,5.42,-0.35,0.69,-1.01,-1.17,-1.36,1.85,1.85,1.85,0.17,0.66
,,,PAC4XAA1220,12.65,4.52,-0.61,0.48,-1.03,-1.32,-1.32,1.08,1.92,1.92,0.15,0.46
WSAWB20,PSC-QY-69K,001*33.9*TM1050 *New (P1) -481*Wire-01*0105*22041301,PAC4QAD0120,11.84,8.89,0.76,0.65,1.79,1.79,1.79,1.01,-1.31,-1.31,0.21,0.46
2022/4/13 18:18,PAC4QAD,,PAC4QAD0320,12.19,5.83,0.43,0.64,2.32,2.36,2.85,2.1,2.1,2.1,0.19,0.64
,,,PAC4QAD0620,11.93,5.56,0.07,0.67,1.03,1.49,1.49,1.54,1.54,1.54,0.29,0.67
,,,PAC4QAD0820,12.19,5.16,-0.59,0.73,-1.48,2.21,2.39,1.2,-1.44,-1.81,0.59,0.48
,,,PAC4QAD1120,12.4,4.4,-0.69,0.76,1.76,3.19,3.49,1.44,-1.91,-3.38,0.47,0.76
,,,PAC4QAD1308,13.57,5.18,-1.17,0.68,2,3.85,4.3,2.42,2.44,2.44,0.59,0.68
WSAWB20,IME-QX-23K,012*36*TM1050 *New (P1) -458*Wire-03*0107*22041102,PAGCZAB0120,11.95,37.62,-7.58,3.08,7.21,10.06,10.17,-3.63,-9.04,-17.16,3.08,2.66
2022/4/12 11:24,PAGCZAB,,PAGCZAB0320,10.93,35.41,-8.16,2.93,6.42,9.01,9.41,-2.8,-9.05,-16.07,2.65,2.63
,,,PAGCZAB0620,12.53,38.8,-7.86,4.14,2.14,5.38,5.38,-1.95,-9.11,-15.92,4.14,2.23
,,,PAGCZAB0920,14.2,46.7,-9.34,5.14,-6.32,6.42,-6.47,1.63,-2.93,-6.6,5.14,4.98
,,,PAGCZAB1220,19.65,49.98,-8.62,7.42,-12.44,-12.44,-12.44,3.43,3.43,-4.19,7.42,5.06
,,,PAGCZAB1401,15.3,46.95,-11.63,4.29,14.77,-15.75,-18.8,6.07,6.14,6.14,3.41,3.9
WSAWB20,TSM-QX-20H,038*31.6*TM860 * A-223*Wire-03*0075*22040902,PJC4CAK0120,7.62,12.28,0.41,2.69,2.68,3.82,4.24,-2.35,4.8,6.77,1.9,1.66
2022/4/10 02:51,PJC4CAK,,PJC4CAK0320,7.98,13.91,-0.3,3.17,2.35,3.53,4.33,1.92,2.4,4.09,2,0.57
,,,PJC4CAK0520,8.1,12.15,0.28,2.63,2.26,3.49,3.49,2.53,3.26,5.05,1.76,0.42
,,,PJC4CAK0820,6.96,15.6,-0.86,3.24,-0.4,-0.57,-1.27,2.24,4.61,6.61,2.16,1.2
,,,PJC4CAK1020,6.63,16.78,-0.76,3.59,-1.36,-2.03,-2.66,4.48,9.83,10.99,2.52,1.96
,,,PJC4CAK1208,6.78,20.85,-1.89,3.58,-3.4,-4.98,-5.69,12.78,19.2,19.31,2.49,2.42
WSAWB20,TSM-QX-20H,039*26.8*TM860 * A-233*Wire-01*0201*22041001,PHF6MAI0120,8.05,8.87,0.31,1.33,2.11,4.66,5.38,-2.38,4.95,5.22,0.31,1.33
2022/4/10 17:57,PHF6MAI,,PHF6MAI0220,6.93,6.28,-0.04,0.61,2.16,4.17,5.5,1.28,3.27,3.57,0.5,0.61
,,,PHF6MAI0420,7.5,6.56,-0.05,0.56,2.32,4.77,5.59,1.96,3.05,4.21,0.56,0.53
,,,PHF6MAI0620,31.32,7.97,-0.66,0.91,-1.16,-1.68,-1.87,1.34,3.41,5.97,0.23,0.71
,,,PHF6MAI0820,6.11,9.28,-0.89,1.52,-0.99,1.21,1.21,3.25,8.09,9.24,0.33,1.52
,,,PHF6MAI1020,6.43,13.28,-2.72,1.82,-0.81,1.19,1.25,9.05,13.92,14.18,0.15,1.82
WSAWB20,GIE-QC-A6F,037*30*TM860 * A-212*Wire-02*0071*22040802,PEGBBAA0120,8.71,6.57,-0.81,1.64,1.81,2.2,3.08,-1.37,5.76,6.39,0.56,1.64
2022/4/9 11:30,PEGBBAA,,PEGBBAA0320,8.55,5.09,-0.6,0.94,2.57,3.45,3.45,2.8,3.05,3.13,0.5,0.58
,,,PEGBBAA0520,8.3,6.69,-0.05,0.82,2.6,3.61,3.61,2.19,3.47,3.78,0.39,0.6
,,,PEGBBAA0720,7.29,6.96,-0.7,1.01,1.38,1.38,-1.95,1.96,4.36,5.68,0.51,1.01
,,,PEGBBAA0920,7.25,8.95,-1.09,1.28,-0.79,-1.06,-1.47,2.5,6.67,8,0.57,1.28
,,,PEGBBAA1108,7.21,10.2,-1.62,1.74,-2.69,-3.01,-4.09,4.67,9.74,10.33,0.63,1.74
WSAWB20,GIE-QC-A6F,036*29.5*TM860 *New (P1) -392*Wire-01*0054*22040801,PEGBCAA0120,9.88,6.79,-0.07,1.26,2.29,2.51,2.51,2.95,6.41,6.53,0.37,1.26
2022/4/8 20:41,PEGBCAA,,PEGBCAA0320,9.77,5.55,0.03,0.52,1.85,2.63,2.78,3.77,4.26,5.18,0.42,0.52
,,,PEGBCAA0520,9.94,4.48,0.37,0.45,1.87,2.33,2.33,3.15,3.15,3.15,0.44,0.45
,,,PEGBCAA0720,9.21,6.42,-0.77,0.57,1.04,1.04,-1.49,3.48,3.85,5.29,0.22,0.57
,,,PEGBCAA0920,9.31,6.87,-1.17,0.73,-1.85,-2.31,-2.78,3.13,6.05,6.05,0.21,0.73
,,,PEGBCAA1120,10.65,11.03,-2.06,1.2,-1.45,-1.68,-1.68,5.2,8.84,8.87,0.49,1.2
WSAWB20,GIE-QC-A6F,035*30.3*TM860 *New (P1) -382*Wire-03*0033*22040702,PEGBBAD0120,9.19,7.74,-0.13,1.51,2.17,2.17,2.19,2.79,6.42,7.25,0.51,1.51
2022/4/8 04:49,PEGBBAD,,PEGBBAD0320,8.83,7.15,-0.27,0.75,2.09,2.43,2.48,3.47,5.07,6.01,0.35,0.75
,,,PEGBBAD0520,8.52,7.19,0.16,0.71,1.35,1.35,1.35,2.97,3.53,4.64,0.39,0.59
,,,PEGBBAD0820,7.78,7.93,-0.97,0.82,-1.33,-2.52,-2.66,2.05,4.34,5.6,0.53,0.78
,,,PEGBBAD1020,7.62,8.22,-1.05,1.03,-2.5,-3.69,-4.09,2.53,5.46,6.3,0.57,1.03
,,,PEGBBAD1201,8.11,9.98,-1.94,1.15,-3.32,-3.76,-4.1,8.07,11.03,11.55,0.59,1.15
WSAWB20,GSM-QY-25B,034*32.1*TM860 *New (P1) -364*Wire-02*0003*22040602,PDAG2AB0120,9.53,7.26,0.5,1.49,3.21,4.52,4.52,2.28,6.02,6.58,1.21,1.49
2022/4/7 14:05,PDAG2AB,,PDAG2AB0320,9.25,7.33,0.03,1.24,3.43,4.74,4.83,2.58,4.32,4.66,1.24,0.86
,,,PDAG2AB0520,9.04,6.6,0.29,1.2,3.38,5.49,5.49,2.52,3.27,3.95,1.2,0.61
,,,PDAG2AB0820,9.13,8.89,-0.57,1.19,2,2.92,-4.21,2.13,3.55,4.41,1.19,0.72
,,,PDAG2AB1020,8.48,8.39,-0.7,1.04,1.19,2.36,-4.08,2.69,3.17,3.74,1.04,0.9
,,,PDAG2AB1220,8.98,11.17,-1.38,1.35,1.34,2.46,-3.63,9.87,11.64,11.76,0.95,1.35
WSAWB20,GIE-QC-A6F,032*29.7*TM860 *New (P1) -340*Wire-03*0121*22040502,PEGBAAH0120,11.39,8.26,-0.18,1.18,4.52,5.58,5.99,1.59,3.81,4.22,0.83,1.05
2022/4/6 05:03,PEGBAAH,,PEGBAAH0320,10.96,6.66,-0.84,1.05,2.93,4.82,5.58,2.56,3.36,3.77,0.28,0.49
,,,PEGBAAH0520,13.24,7.69,-0.21,1.08,2.97,4.14,4.14,2.1,2.66,3.1,0.69,0.25
,,,PEGBAAH0720,13.83,10.28,0.24,1.05,1.5,2.04,2.04,2.37,3.5,3.71,0.66,0.25
,,,PEGBAAH0920,14.62,6.54,0.68,0.94,-1.15,1.45,1.45,2.38,3.48,3.82,0.55,0.64
,,,PEGBAAH1120,13.92,10.27,-1.9,1.19,0.82,1.12,1.12,7.9,10.04,10.39,0.66,0.91
WSAWB20,GIE-QC-A6F,033*30.9*TM860 *New (P1) -352*Wire-01*0027*22040601,PEGBAAA0120,9.71,9.53,-0.29,1.25,4.38,5.79,5.79,3.48,5.36,5.38,0.52,1.25
2022/4/6 20:20,PEGBAAA,,PEGBAAA0320,10.18,9.42,-0.96,0.71,4.14,5.48,5.73,3.32,3.86,4.28,0.53,0.71
,,,PEGBAAA0520,9.58,7.9,-0.86,0.54,3.38,4.67,4.67,2.14,2.86,3.33,0.39,0.4
,,,PEGBAAA0820,9.23,8.58,-2.12,0.5,1.05,1.24,-1.44,2.27,3.1,3.1,0.43,0.44
,,,PEGBAAA1020,8.82,8.4,-2.03,0.54,-1.84,-1.84,-2,2.47,3.86,3.89,0.36,0.45
,,,PEGBAAA1208,8.65,10.91,-2.21,0.79,-1.34,-1.47,-2.03,8.15,9.31,9.31,0.47,0.83
WSAWB20,TSM-QC-H4M,030*30.3*TM860 *New (P2) -317*Wire-01*0025*22040402,PHJZJAA0120,16.15,13.08,3.8,1.43,1.61,1.79,1.79,-1.33,4.01,4.01,0.49,1.12
2022/4/4 22:34,PHJZJAA,,PHJZJAA0320,14.94,12.19,2.52,1.72,0.93,1.3,1.3,2.41,3.41,3.93,0.71,0.71
,,,PHJZJAA0520,13.62,10.3,3.77,1.39,0.88,1.54,1.54,2.95,3.46,4.5,0.65,1.18
,,,PHJZJAA0820,18.24,11.82,2.59,1.88,-2.13,-3.28,-3.87,1.91,2.69,2.69,0.6,0.85
,,,PHJZJAA1020,16.68,9.46,1.95,1.8,-3.41,-4.69,-4.93,2.84,4.38,4.39,0.67,1.52
,,,PHJZJAA1201,17.63,11.1,0.59,1.08,-3.77,-4.5,-4.54,6.84,8.71,8.71,0.71,1.08
WSAWB20,TSM-QX-20H,027*27.1*TM860 * A-119*Wire-01*0110*22040202,PGJWEAE0120,8.74,6.95,-0.16,1.33,2.47,3.82,4.29,1.83,6.64,6.86,0.31,1.33
2022/4/3 02:30,PGJWEAE,,PGJWEAE0220,8.5,6.37,-0.57,0.82,2.9,4.17,4.54,2.24,4.65,5.94,0.3,0.74
,,,PGJWEAE0420,10.45,6.86,-0.73,0.75,2.48,4.09,4.11,3.3,5.36,6.64,0.34,0.75
,,,PGJWEAE0620,10.57,6.1,-1.21,0.58,1.65,2.38,2.38,2.52,4.12,4.78,0.36,0.56
,,,PGJWEAE0820,10.75,7.11,-1.78,0.96,-0.57,1.22,1.23,2.7,4.46,5.81,0.35,0.96
,,,PGJWEAE1020,11.19,13.74,-2.44,1.07,-0.94,1.22,1.22,9.41,13.04,13.94,0.65,1.13
WSAWB20,UMS-QC-09F,028*24.4*TM860 * A-134*Wire-02*0093*22040301,NFG5VAA0120,9.16,10.36,-1.32,1.4,4.02,5.95,6.32,1.81,5.58,6.19,0.31,1.4
2022/4/3 17:13,NFG5VAA,,NFG5VAA0220,8.45,9.18,-1.45,0.89,3.62,4.85,5.88,2.52,4.68,5.77,0.38,0.89
,,,NFG5VAA0420,10.39,8.4,-0.37,0.73,3.54,5.4,5.69,2.75,3.93,5.07,0.4,0.68
,,,NFG5VAA0620,10.21,6.09,-1.1,0.61,2.42,3.27,3.32,1.12,3.08,3.51,0.35,0.61
,,,NFG5VAA0820,11.78,10.51,-1.76,0.97,-1.58,1.92,1.92,2.51,5.28,5.28,0.3,0.97
,,,NFG5VAA0920,10.69,10.98,-3.03,1.1,-1.6,2.25,2.31,7.27,10.52,10.58,0.28,1.1
WSAWB20,TSM-QC-N6F,026*28.7*TM860 *New (P1) -272*Wire-03*0012*22040103,PJF0GAA0120,10.14,4.22,0.02,0.98,3.57,5.25,5.49,2.38,4.1,4.37,0.45,0.98
2022/4/2 11:28,PJF0GAA,,PJF0GAA0320,9.75,5.12,-0.48,0.49,3.22,5.25,5.41,2.38,2.71,3.5,0.47,0.41
,,,PJF0GAA0520,9.81,4.71,-0.9,0.57,2.27,3.81,3.81,2.31,2.87,2.87,0.46,0.39
,,,PJF0GAA0720,10.31,5.01,-1.05,0.49,1.14,2.12,2.12,2.6,2.69,3.07,0.43,0.43
