WSAW,PO/LOT,Comment,Wafer id,TTV,Warp,Bow,Wav ind,Entry Warp 10mm,Entry Warp 20mm,Entry Warp 30mm,Exit Warp 10mm,Exit Warp 20mm,Exit Warp 30mm,Entry wav,Exit wav
2022/3/11 08:13,PGJWAAD,,PGJWAAD0320,9.48,6.4,-0.52,0.33,3.44,4.9,5.19,1.52,3.23,4.08,0.25,0.33
,,,PGJWAAD0520,9.74,6.57,-0.33,0.37,2.45,4.01,4.26,1.37,2.28,3.58,0.24,0.31
,,,PGJWAAD0820,9.85,4.62,-0.54,0.58,1.78,2.88,3.06,0.55,0.79,1.86,0.28,0.35
,,,PGJWAAD1020,9.99,3.96,-0.53,0.38,-1.73,1.82,2.33,0.87,0.87,0.87,0.26,0.23
,,,PGJWAAD1208,9.97,6.75,-0.11,0.4,-1.97,2.15,2.36,-1.78,-1.78,-1.78,0.29,0.29
WSAWB20,IMC-QX-15P,037*33.6*TM860 *New (P1) -790*Wire-03*0113*22030901,PBJ86AB0120,10.05,7.88,-1.22,0.94,2.07,2.62,2.62,-1.08,3.44,3.66,0.27,0.94
2022/3/10 02:23,PBJ86AB,,PBJ86AB0320,9.52,9.09,-1.1,0.58,2.24,3.06,3.06,2.4,3.97,5.28,0.27,0.31
,,,PBJ86AB0620,9.28,7.04,-1.21,0.57,1.69,2.37,2.37,2.5,2.5,3.69,0.34,0.28
,,,PBJ86AB0820,8.88,7.23,-1.36,0.46,-0.92,0.96,-1.32,0.74,1.06,1.29,0.35,0.2
,,,PBJ86AB1120,8.61,6.25,-0.79,0.55,-1.96,-2.68,-3.07,1.73,2.29,2.29,0.46,0.34
,,,PBJ86AB1308,9.45,11.72,-2.46,0.69,-1.17,-1.63,1.78,7.31,8.85,9.24,0.66,0.72
WSAWB20,INL-QX-V2F,038*34.1*TM860 *New (P1) -803*Wire-01*0025*22031002,PBE0XAF0120,9.8,6.66,-1.3,0.59,4.09,5.6,5.67,1.38,4.54,5.08,0.3,0.59
2022/3/10 17:05,PBE0XAF,,PBE0XAF0320,9.68,7.56,-1.63,0.39,3.25,4.88,4.99,2.38,3.71,4.17,0.2,0.42
,,,PBE0XAF0620,9.57,5.57,-1.55,0.38,2.21,3.6,3.81,1.9,3.33,3.7,0.27,0.28
,,,PBE0XAF0820,9.27,5.49,-1.83,0.52,1.06,1.8,2.46,-1.69,-1.69,-1.69,0.16,0.42
,,,PBE0XAF1120,9.41,4.18,-1.02,0.62,-0.87,2.19,2.19,1.18,1.52,1.52,0.21,0.39
,,,PBE0XAF1301,10.71,5.99,-1.66,0.51,-0.92,1.32,1.32,2.42,4.49,4.49,0.34,0.51
WSAWB20,IMC-QX-15P,036*29.4*TM860 *New (P1) -776*Wire-02*0102*22030802,PCGCUAE0120,9.15,6.09,-0.08,1.08,3.23,4.08,4.08,1.5,4.32,4.89,0.55,1.08
2022/3/9 11:43,PCGCUAE,,PCGCUAE0320,9.05,5.14,-0.44,0.61,2.46,2.64,2.64,2.65,3.84,4.54,0.41,0.55
,,,PCGCUAE0520,8.99,5.55,-0.5,0.42,1.75,2.13,2.13,2.68,3.94,4.59,0.31,0.37
,,,PCGCUAE0720,8.78,4.96,-0.69,0.43,-1.02,-1.02,-1.19,1.32,2.38,2.38,0.25,0.43
,,,PCGCUAE0920,8.7,4.66,-0.67,0.52,-1.41,-1.41,-1.8,1.58,3.16,3.16,0.35,0.52
,,,PCGCUAE1108,9.14,4.7,-0.87,0.39,-1.4,-1.4,-1.51,2.74,3.96,3.96,0.31,0.36
WSAWB20,TSM-QC-H4M,035*30.9*TM860 *New (P1) -763*Wire-01*0018*22030802,PEI98AH0120,9.28,5.83,-0.69,0.64,3.5,4.49,4.97,1.65,4.92,5.42,0.45,0.64
2022/3/8 20:40,PEI98AH,,PEI98AH0320,9.28,6.27,-1.15,0.47,2.97,4.1,4.5,1.92,3.1,3.62,0.43,0.23
,,,PEI98AH0520,9.2,5.85,-0.86,0.43,2.06,2.87,3.13,1.79,2.24,3.14,0.32,0.28
,,,PEI98AH0720,9.03,5.19,-1.31,0.47,1.13,1.76,2.36,1.58,1.92,2.51,0.41,0.14
,,,PEI98AH0920,9.16,4.21,-0.93,0.4,-1.08,1.58,2.12,1.98,1.98,1.98,0.31,0.25
,,,PEI98AH1108,9.87,6.44,-1.44,0.37,-0.94,1.2,1.9,2.32,3.53,3.53,0.25,0.29
WSAWB20,IMC-QX-15P,034*29.6*TM860 * A-776*Wire-03*0111*22030701,PCGCUAH0120,8.04,7.2,0.04,0.81,3.8,4.94,5.01,1.28,5.25,5.37,0.58,0.81
2022/3/8 05:25,PCGCUAH,,PCGCUAH0320,8.61,7.34,-0.42,0.62,4.08,5.62,5.85,2.4,4.88,5.86,0.62,0.34
,,,PCGCUAH0520,8.29,7.06,-0.62,0.55,2.99,4.87,5.15,2.37,4.68,5.45,0.53,0.28
,,,PCGCUAH0720,8.07,7.74,-0.31,0.58,1.98,3.18,3.18,1.84,3.54,4.25,0.36,0.38
,,,PCGCUAH0920,9.45,5.16,-0.01,1.16,-2.02,-2.02,-2.02,1.78,2.76,2.96,0.86,0.47
,,,PCGCUAH1120,10.61,11.05,-2.3,0.91,-2.1,4.21,5.06,9.85,11.78,12.16,0.76,0.91
WSAWB20,TSM-QX-20H,033*25.6*TM860 * A-767*Wire-02*0054*22030602,NJES2AJ0120,7.76,6.83,0.53,1.3,2.85,3.65,4.25,2.62,6.53,6.53,0.29,1.3
2022/3/7 14:13,NJES2AJ,,NJES2AJ0220,8.18,5.84,0.05,0.91,1.93,2.34,2.47,3.31,5.15,5.71,0.34,0.91
,,,NJES2AJ0420,7.69,5.54,0.18,0.9,1.21,2.14,2.79,3.8,5.72,5.91,0.25,0.9
,,,NJES2AJ0620,9.88,7.85,0.47,1.28,-1.77,-1.77,-1.77,2.42,5.27,5.54,1.28,0.83
,,,NJES2AJ0820,7.97,4.92,-0.71,0.83,-2.26,-2.32,-2.32,2.23,3.03,3.03,0.42,0.83
,,,NJES2AJ1001,8.84,7.18,-1.98,0.78,-1.74,-1.74,2.12,3.87,5.93,5.93,0.65,0.78
WSAWB20,IMC-QX-15P,032*29.5*TM860 * A-757*Wire-01*0028*22030601,PCGCUAB0120,8.41,7.91,-0.1,0.93,3.17,4.37,5.13,2.43,6.28,6.72,0.32,0.93
2022/3/6 23:46,PCGCUAB,,PCGCUAB0320,8.48,8.1,-0.41,0.53,2.26,3.76,4.72,3.19,4.77,6.91,0.3,0.53
,,,PCGCUAB0520,8.55,6.51,-0.31,0.41,1.66,3.17,3.83,2.97,4.24,5.36,0.34,0.39
,,,PCGCUAB0720,8.61,5.53,-0.92,0.43,-1.82,-1.82,2.49,1.56,2.36,3.18,0.38,0.32
,,,PCGCUAB0920,8.37,5.41,-0.42,0.48,-2.25,-2.25,3.12,1.81,2.22,2.41,0.48,0.34
,,,PCGCUAB1108,8.92,6.52,-1.34,0.58,-2.7,-2.7,-2.7,3.06,5.16,5.16,0.58,0.51
WSAWB20,INL-QX-V2F,031*30.5*TM860 * A-746*Wire-03*0043*22030503,PBE0WAB0120,8.03,7.89,0.5,0.82,2.8,3.89,5.05,4,7.37,7.74,0.39,0.82
2022/3/6 07:49,PBE0WAB,,PBE0WAB0320,8.31,7.79,0.36,0.49,2.47,4.15,4.55,3.04,5.21,6.21,0.24,0.45
,,,PBE0WAB0520,7.9,8.46,0.47,0.49,2.22,3.31,3.89,3.75,5.99,6.7,0.24,0.46
,,,PBE0WAB0820,7.64,5.93,0.01,0.46,-2.24,-2.24,2.55,3.1,3.94,4.65,0.33,0.28
,,,PBE0WAB1020,7.47,6.96,0.31,0.51,-2.66,-2.76,-2.77,2,3.06,3.16,0.31,0.27
,,,PBE0WAB1201,8.06,10.71,-0.96,0.64,-2.33,-2.33,-2.33,9.02,10.81,11.11,0.36,0.7
WSAWB20,TSM-QX-20H,030*33*TM860 * A-733*Wire-02*0073*22030502,PJC3SAK0120,8.18,7.59,0.66,1,3.69,4.21,4.21,-1.7,4.41,6.02,0.55,1
2022/3/5 17:16,PJC3SAK,,PJC3SAK0320,8.34,6.62,-0.08,0.58,3.04,3.62,3.7,1.98,3.78,4.72,0.58,0.3
,,,PJC3SAK0620,7.96,5.13,-0.32,0.49,2.16,2.73,2.74,2.37,3.26,4.62,0.49,0.41
,,,PJC3SAK0820,7.85,6.45,-0.15,0.48,-1.26,-1.26,-1.26,3.52,3.6,4.77,0.41,0.48
,,,PJC3SAK1120,7.62,6.77,-0.07,0.77,-2.19,-2.92,-3.12,3.94,4.81,5.42,0.33,0.77
,,,PJC3SAK1301,8.65,10.4,-1.36,0.94,-2.28,-2.97,-3.7,7.57,10.74,11,0.54,0.94
WSAWB20,INL-QX-V2F,029*30*TM860 * A-722*Wire-01*0058*22030401,PBE0WAE0120,8.25,11.01,-0.55,0.83,3.85,5.06,5.06,2.67,6.18,6.73,0.71,0.83
2022/3/5 02:44,PBE0WAE,,PBE0WAE0320,8.24,9.55,-1.13,0.63,3.67,5.03,5.03,2.17,3.12,4,0.62,0.58
,,,PBE0WAE0520,8.64,9.56,-0.98,0.49,3.25,3.84,4.37,3.56,3.77,4.82,0.49,0.46
,,,PBE0WAE0820,8.47,9.06,-1.08,0.39,-1.32,1.62,1.62,2.67,3.21,3.87,0.33,0.25
,,,PBE0WAE1020,8.24,9.01,-1.12,0.47,-3.66,-3.66,-3.66,2.43,3.84,4.3,0.38,0.32
,,,PBE0WAE1120,9.14,14.78,-1.99,0.58,-2.01,2.1,2.1,6.67,9.91,10.29,0.45,0.58
WSAWB20,TSM-QX-S4E,028*29.9*TM860 *New (P1) -686*Wire-03*0002*22030303,PID7BAH0120,10.27,9.42,0.18,0.91,3.14,3.79,3.79,-1.8,4.45,5.42,0.51,0.91
2022/3/4 11:49,PID7BAH,,PID7BAH0320,10.15,7.23,-0.41,0.5,2.46,2.47,2.47,0.72,1.22,2.59,0.42,0.47
,,,PID7BAH0520,9.99,7.27,-0.74,0.47,1.58,2.07,2.07,1.88,2.24,2.83,0.33,0.26
,,,PID7BAH0720,10.25,6.97,-0.75,0.38,-1.41,1.53,-1.73,1.56,1.87,2.28,0.35,0.31
,,,PID7BAH0920,10.25,6.45,-1.19,0.44,-1.56,-2.03,-2.2,1.08,1.7,1.81,0.29,0.29
,,,PID7BAH1120,11.52,9.39,-2.74,0.65,-1.48,1.53,1.53,6.26,8.19,8.38,0.31,0.7
WSAWB20,GFF-QY-Q1H,025*32.8*TM860 *New (P1) -643*Wire-03*0109*22030202,PFI8TAD0120,9.94,5.16,-0.74,0.59,3.03,4,4,-2.25,3.07,3.23,0.38,0.59
2022/3/2 15:25,PFI8TAD,,PFI8TAD0320,9.51,5.08,-0.98,0.4,2.79,3.78,3.78,0.9,1.63,1.63,0.34,0.3
,,,PFI8TAD0520,8.92,4.58,-1.4,0.54,2.5,3.15,3.17,1.01,1.15,-1.27,0.46,0.54
,,,PFI8TAD0820,8.64,4.36,-1.11,0.45,1.18,1.79,1.79,2.06,2.06,2.06,0.29,0.39
,,,PFI8TAD1020,8.5,4.07,-1,0.45,1.1,1.68,1.68,1.86,1.86,1.86,0.26,0.44
,,,PFI8TAD1220,7.93,7.7,-1.42,0.73,1.06,2.02,2.44,5.73,7.59,8.03,0.18,0.73
WSAWB20,DEV-QC-60H,023*30.5*TM860 * A-672*Wire-01*0058*22022801,PHD9NAD0120,8.43,7.59,-0.08,1.32,2.59,4.77,4.77,2.14,6.48,6.48,0.49,1.32
2022/3/1 02:19,PHD9NAD,,PHD9NAD0320,9.19,19.41,-2.43,1.86,1.75,4.02,4.02,4.23,8.35,8.9,1.53,1.23
,,,PHD9NAD0520,7.45,9.42,-1.25,1.46,-1.09,2.95,2.95,1.97,7.5,9.32,0.5,1.46
,,,PHD9NAD0720,16.03,13.99,-1.18,3.74,-1.43,1.63,2.27,2.95,7.69,8.4,3.74,0.93
,,,PHD9NAD0920,7.18,6.03,-0.94,1.14,-2.46,-2.46,-2.46,3.37,5.47,5.47,0.56,1.14
,,,PHD9NAD1108,8.69,10.52,-1.74,1.27,-1.39,2.35,2.96,8.56,9.5,9.5,0.61,1.27
WSAWB20,DEV-QC-57M,022*29*TM860 * A-660*Wire-03*0107*22022703,PFD01AA0120,7.72,6.16,-0.1,1.25,2.21,2.86,2.86,2.4,5.35,5.35,0.51,1.25
2022/2/28 10:49,PFD01AA,,PFD01AA0320,7.58,9.21,-1.48,1.02,1.51,2.35,2.35,3.6,7.67,8,0.49,1.02
,,,PFD01AA0520,7.17,6.9,-1.47,0.94,1.48,1.69,2.04,1.7,5.87,6.38,0.48,0.94
,,,PFD01AA0720,17.02,14.39,-1.8,1.22,-2.02,7.72,-8,2.27,4.92,5.21,1.4,0.83
,,,PFD01AA0920,7.1,6.44,-1.18,0.75,-2.98,-3.4,-3.62,3.02,3.59,3.59,0.32,0.75
,,,PFD01AA1108,7.44,6.38,-1.31,1.05,-2.25,-2.74,-2.74,3.51,4.06,4.06,0.4,1.05
WSAWB20,TSM-QC-E9K,020*31.5*TM860 * A-638*Wire-01*0011*22022601,PJJDCAK0120,8.06,6.13,-0.15,0.73,2.91,3.44,3.44,-1.29,2.25,2.55,0.7,0.73
2022/2/27 04:53,PJJDCAK,,PJJDCAK0320,8.28,7.3,-0.51,0.85,2.31,3.25,3.25,2.76,4.18,4.59,0.85,0.27
,,,PJJDCAK0520,7.41,5.82,-0.78,0.47,1.28,2.07,2.07,2.11,2.45,2.95,0.47,0.21
,,,PJJDCAK0820,6.98,6.37,-0.49,0.48,-1.14,1.18,-1.41,1.4,1.55,1.71,0.48,0.33
,,,PJJDCAK1020,7.62,5.21,-0.4,0.5,-1.78,-1.78,-2.89,2.49,2.55,2.55,0.5,0.46
,,,PJJDCAK1208,7.74,9.17,-0.92,0.92,-1.44,-1.44,-1.44,6.29,8.08,8.17,0.64,0.92
WSAWB20,TSM-QC-E9K,021*31.6*TM860 * A-649*Wire-02*0033*22022702,PJJDCAH0120,8.43,6.79,0.03,0.73,1.64,1.87,-2.79,1.67,3.67,4.06,0.55,0.73
2022/2/27 20:13,PJJDCAH,,PJJDCAH0320,8.51,7.84,-0.1,0.57,1.23,1.4,-2.07,2.2,3.81,4.76,0.53,0.57
,,,PJJDCAH0620,7.99,6.26,-0.16,0.41,-0.77,-1.26,-1.9,2.2,2.91,2.91,0.38,0.39
,,,PJJDCAH0820,7.05,7.12,-0.12,0.46,-1.73,-2.4,-4.35,1.84,1.84,-1.89,0.31,0.44
,,,PJJDCAH1020,7.56,6.79,-0.27,0.39,-2.92,-3.75,-5.18,1.02,1.23,1.23,0.26,0.35
,,,PJJDCAH1208,7.34,9.77,-1.25,0.88,-1.63,-2.2,-2.95,5.26,7.72,7.72,0.47,0.88
WSAWB20,DEV-QC-57M,019*29.1*TM860 * A-627*Wire-03*0089*22022502,PGH9BAG0120,7.94,7.51,-0.12,0.57,1.81,2.18,2.18,-1.03,2.71,3.49,0.4,0.54
2022/2/26 13:59,PGH9BAG,,PGH9BAG0320,8.32,4.94,-0.45,0.45,0.94,1.24,1.24,0.96,1.58,2.64,0.37,0.32
,,,PGH9BAG0520,7.66,5.54,-1.02,0.43,-0.74,-0.76,-1.6,1.23,-1.51,2.2,0.25,0.4
,,,PGH9BAG0720,8.3,5.64,-0.82,0.39,-1.71,-2.1,-3.28,1.21,-1.42,-1.42,0.31,0.39
,,,PGH9BAG0920,7.73,5.9,-1.22,0.62,-1.86,-2.12,-3.27,1.97,1.97,1.97,0.26,0.62
,,,PGH9BAG1108,8.97,6.39,-1.59,1.05,-1.99,-1.99,-2.17,4.51,6.33,6.33,0.42,1.05
WSAWB20,UMX-QC-05B,018*28.7*TM860 *New (P1) -570*Wire-02*0203*22022502,PEGANAD0120,10.12,6.81,-0.21,0.75,1.66,2.08,2.25,0.76,3.08,3.27,0.31,0.75
2022/2/25 23:08,PEGANAD,,PEGANAD0220,9.46,6.93,-0.86,0.63,1.26,2.08,2.08,-1.3,1.91,2.62,0.25,0.63
,,,PEGANAD0420,8.74,7.23,-0.7,1.19,0.78,3.35,3.35,2.92,2.92,3.68,1.19,0.32
,,,PEGANAD0620,9.94,8.15,-0.81,1.31,2,3.43,3.55,1.55,1.55,1.75,1.31,0.32
,,,PEGANAD0820,8.9,6.69,-0.94,0.64,-0.89,-1.01,-1.24,1.51,1.51,1.51,0.32,0.43
,,,PEGANAD1008,9.16,6.16,-1.94,0.35,-1.49,-1.55,-1.55,-1.31,-1.31,1.38,0.18,0.27
WSAWB20,TSM-QC-H4M,017*30.3*TM860 *New (P1) -557*Wire-01*0081*22022403,PEGALAD0120,9.91,7.23,-0.3,1.02,2.04,2.36,2.36,1.04,4.14,4.2,0.31,1.02
2022/2/25 08:16,PEGALAD,,PEGALAD0320,9.74,6.41,-0.62,0.55,1.53,1.73,1.73,1.87,2.5,3.03,0.24,0.5
,,,PEGALAD0520,9.62,8.65,0.65,1.25,3.15,4.39,4.39,3.11,3.11,3.27,1.25,0.41
,,,PEGALAD0720,9.65,8.04,0.12,0.7,1.81,2.22,-2.4,2.46,2.46,2.6,0.7,0.41
,,,PEGALAD0920,10.15,7.05,-0.17,0.59,0.41,-0.81,-1.69,-1.11,-1.24,-1.24,0.18,0.54
,,,PEGALAD1108,9.83,5.5,-0.97,0.43,-0.7,-1.1,-1.6,-1.2,2.55,2.55,0.17,0.42
WSAWB20,DEV-QC-57M,015*30.8*TM860 * A-586*Wire-02*0060*22022302,PHIWEAA0120,8.89,5.66,-0.01,0.8,4.55,6.57,7.36,1.53,3.17,4.64,0.55,0.67
2022/2/24 02:22,PHIWEAA,,PHIWEAA0320,7.55,8.36,0.23,0.65,1.86,2.4,2.63,0.85,1.06,2.17,0.27,0.22
,,,PHIWEAA0520,7.72,7.41,-0.4,0.69,2.77,4.58,4.64,1.48,1.56,2.04,0.25,0.3
,,,PHIWEAA0720,7.98,6.03,-0.33,0.72,2.73,4.04,4.72,1.16,1.17,1.5,0.21,0.2
,,,PHIWEAA0920,7.73,5.87,-0.7,0.64,1.72,3.43,4.2,1.62,1.62,1.77,0.26,0.26
,,,PHIWEAA1120,7.99,6.97,-1.08,0.57,2.06,3.61,4.25,1.32,2.34,2.34,0.34,0.32
WSAWB20,DEV-QC-57M,016*29.3*TM860 * A-597*Wire-03*0121*22022402,PGH9BAA0120,7.95,6.5,-1.08,1.24,3.71,4.22,4.22,2.44,5.92,6.35,0.54,1.24
2022/2/24 17:23,PGH9BAA,,PGH9BAA0320,6.88,9.83,-1.29,1.08,2.35,3.89,4.07,2.33,8.22,9.11,0.38,1.08
,,,PGH9BAA0520,7.22,9.77,-2.63,1.33,2.2,3.11,3.87,1.35,7.3,8.95,0.41,1.33
,,,PGH9BAA0720,6.82,7.67,-1.85,1.05,1.66,2.58,2.94,2.06,6.14,7.48,0.37,1.05
,,,PGH9BAA0920,6.45,6.42,-1.71,0.74,1.21,2.89,4.3,2.38,5.93,5.93,0.22,0.74
,,,PGH9BAA1108,7.56,7.07,-1.83,0.93,1.56,2.92,4.07,4.55,6.39,6.39,0.5,0.93
WSAWB20,DEV-QC-57M,014*30.8*TM860 * A-579*Wire-01*0018*22022202,PHIWDAA0120,7.91,6.5,0.05,0.92,1.77,2.08,2.08,1.9,2,2,0.34,0.49
2022/2/23 11:17,PHIWDAA,,PHIWDAA0320,8.67,4.08,-0.1,0.47,1.36,1.54,-1.62,0.46,0.61,1.03,0.22,0.24
,,,PHIWDAA0520,7.49,4.29,-0.15,0.34,0.98,1.3,1.69,0.42,0.43,0.75,0.22,0.23
,,,PHIWDAA0820,7.25,4.66,-0.5,0.44,1.17,1.25,1.47,-0.36,-1.05,-1.05,0.18,0.27
,,,PHIWDAA1020,7.11,6,-0.75,0.4,1.99,2.75,2.75,-0.31,-1.01,-1.41,0.26,0.32
,,,PHIWDAA1201,7.36,5.42,-1.39,0.55,1.99,2.18,3.1,0.67,-1.1,-1.1,0.39,0.24
WSAWB20,TSM-QX-S4E,012*33.3*TM860 * A-569*Wire-02*0203*22022101,PHF6BAH0120,8.82,7.37,1.78,0.98,3.2,4,4,-1.24,2.34,3.21,0.35,0.72
2022/2/22 05:23,PHF6BAH,,PHF6BAH0320,9.58,7.34,1.32,1.1,2.18,2.28,2.28,1.28,1.28,1.9,0.37,0.39
,,,PHF6BAH0520,9.25,5.78,1.14,0.75,1.28,1.28,-1.58,1.23,-1.25,-2,0.27,0.33
,,,PHF6BAH0820,8.58,4.91,0.96,0.5,-0.65,-1.1,-1.5,1.81,-1.96,-2.62,0.35,0.37
,,,PHF6BAH1020,9.19,4.84,0.57,0.58,-0.66,-0.66,-0.86,1.45,1.45,-2.12,0.17,0.44
,,,PHF6BAH1220,9.39,8.1,-0.24,0.99,0.7,1.22,-1.53,3.14,5.39,5.39,0.25,0.99
WSAWB20,TSM-QX-S4E,011*33.8*TM860 * A-560*Wire-01*0202*22022002,PGG2CAD0120,10.07,5.41,0.12,0.75,3.52,4.63,5.4,0.99,1.88,2.02,0.45,0.75
2022/2/21 14:10,PGG2CAD,,PGG2CAD0320,9.6,4.75,-0.17,0.74,2.09,2.17,2.19,1.54,1.54,-1.92,0.28,0.48
,,,PGG2CAD0620,10.12,4.38,0.32,0.51,1.14,1.14,1.62,2.5,2.5,2.5,0.17,0.31
,,,PGG2CAD0820,9.38,4.55,-0.21,0.46,-1.24,-1.46,1.84,1.75,-2.04,-2.89,0.44,0.46
,,,PGG2CAD1120,8.88,6.09,0.16,0.52,1.56,2.01,2.81,2.47,2.47,-3.57,0.16,0.52
,,,PGG2CAD1308,9.13,7.84,-0.81,0.75,2.09,3,3.63,5.32,6.79,6.79,0.54,0.75
WSAWB20,TSM-QX-S4E,009*32.2*TM860 * A-549*Wire-02*0089*22021902,PHD9HAK0120,8.82,6.89,-0.06,0.78,4.17,5.75,7.35,-1.48,2.22,2.22,0.52,0.76
2022/2/20 08:46,PHD9HAK,,PHD9HAK0320,8.39,5.65,-0.26,0.67,2.91,3.79,4.55,1.52,4.18,4.18,0.33,0.66
,,,PHD9HAK0520,10.69,6.47,-0.46,1.09,2.72,3.91,4.6,0.53,4.61,5.63,0.37,1.09
,,,PHD9HAK0820,10.42,9.74,-1.69,2.54,2.09,2.8,2.8,1.49,4.11,4.44,1.31,0.71
,,,PHD9HAK1020,8.89,5.92,-0.7,0.6,2.07,2.07,3.54,2.5,3.44,3.44,0.2,0.6
,,,PHD9HAK1208,9.3,6.65,-1.31,0.82,1.68,2.4,2.72,4.95,5.15,5.15,0.35,0.82
WSAWB20,TSM-QC-E9K,010*33.3*TM860 * A-555*Wire-03*0024*22022002,PFH86AA0120,8.82,7.02,-1.11,0.99,0.79,1.37,1.37,3.17,4.59,4.59,0.32,0.99
2022/2/20 23:14,PFH86AA,,PFH86AA0320,8.86,5.91,-1,0.42,-0.5,0.93,-0.96,2.38,4.77,4.77,0.17,0.42
,,,PFH86AA0520,8.61,8.39,-1.2,0.8,-0.87,-0.89,-0.89,1.85,5.79,7.52,0.27,0.84
,,,PFH86AA0820,9.39,11.72,-3.29,1.17,-2.42,-2.67,-2.67,1.98,4.1,5.11,1.02,0.65
,,,PFH86AA1020,8.53,5.68,-1.23,0.49,-1.84,-2.41,-2.41,2.15,2.25,2.25,0.38,0.47
,,,PFH86AA1208,9.13,4.76,-1.21,0.82,-1.43,-1.78,-1.78,3.09,3.09,-3.37,0.53,0.82
WSAWB20,TSM-QX-20H,007*35.2*TM860 * A-533*Wire-03*0114*22021801,PJEU4AI0120,7.47,7.21,-1.27,1.14,3.72,4.19,4.59,-4.01,-5.41,-5.41,0.53,0.97
2022/2/19 01:53,PJEU4AI,,PJEU4AI0320,8.1,5.11,-0.62,0.91,2.54,3.75,3.75,-1.72,1.81,3.53,0.23,0.85
,,,PJEU4AI0620,6.55,7.49,-0.7,1.56,1.62,2.11,3.09,1.57,7.12,7.17,0.33,1.56
,,,PJEU4AI0920,26.9,14.72,-0.61,2.32,-1.39,2,2,3.36,14.26,14.26,0.32,2.32
,,,PJEU4AI1220,10.15,9.97,0.68,1.59,-1.99,3.18,3.34,2.9,6.92,7.45,0.33,1.39
,,,PJEU4AI1401,14.34,15.2,0.62,2.55,1.72,4.25,6.14,9.75,17.54,17.54,0.37,2.55
WSAWB20,TSM-QX-S4E,008*33.7*TM860 * A-541*Wire-01*0031*22021902,PGA38AD0120,9.06,7.97,-2.48,1.31,2.24,2.94,2.94,0.96,3.32,3.32,0.45,1.31
2022/2/19 18:31,PGA38AD,,PGA38AD0320,9.64,6.16,-1.94,0.93,1.16,1.16,1.37,2.03,3.33,4.66,0.28,0.93
,,,PGA38AD0620,9.47,6.36,-1.45,0.81,1.05,-1.14,-1.76,-0.71,3.03,4.15,0.28,0.81
,,,PGA38AD0820,11.29,7.77,-1.04,0.65,0.64,0.64,1.36,1.36,2.33,4.4,0.36,0.65
,,,PGA38AD1020,8.91,6.13,-1.91,0.39,-1.11,-2.54,-2.54,1.44,1.53,1.53,0.25,0.18
,,,PGA38AD1220,10.28,4.56,-1.52,0.62,-0.73,-1.27,-1.27,3.16,3.63,3.63,0.37,0.62
WSAWB20,TSM-QX-20H,006*33.4*TM860 * A-526*Wire-02*0109*22021702,PIE6WAH0120,8.07,8.12,-1.23,0.63,5.08,6.89,7.97,-1.21,-1.67,-4.37,0.61,0.63
2022/2/18 11:08,PIE6WAH,,PIE6WAH0320,7.14,7.72,-0.23,0.53,2.74,5.05,5.64,0.66,2.81,3,0.23,0.53
,,,PIE6WAH0620,6.56,8.56,-0.11,0.72,2.79,5.14,6.2,1.33,3.89,5.08,0.72,0.71
,,,PIE6WAH0820,5.93,8.18,-0.35,0.55,2.71,5.13,6.35,1.91,4.26,4.88,0.35,0.45
,,,PIE6WAH1120,5.6,10.34,-0.44,0.84,2.66,4.48,6.98,4.11,5.66,5.66,0.65,0.64
,,,PIE6WAH1301,7.33,13.46,-0.76,1.38,5.41,8.52,11.15,9.34,9.9,9.9,0.75,1.38
WSAWB20,TSM-QX-20H,005*33.1*TM860 *New (P1) -400*Wire-01*0005*22021702,PJGY4AD0120,9.08,8.98,-2.37,0.75,1.35,2.54,3.75,-0.8,-0.94,-1.31,0.72,0.56
2022/2/17 20:28,PJGY4AD,,PJGY4AD0320,8.76,8.05,-1.65,0.57,1.06,2.09,3.6,1.33,2.49,3.09,0.51,0.3
,,,PJGY4AD0620,7.95,6.99,-1.1,0.58,-1.22,2.1,4.17,1.43,2.84,3.98,0.58,0.38
,,,PJGY4AD0820,7.43,7.81,-0.88,0.61,-1.84,2.24,4.33,0.78,1.89,3.19,0.61,0.47
,,,PJGY4AD1120,6.74,10.08,-1.36,0.72,-1.28,3.72,5.87,2.61,3.02,3.02,0.66,0.72
,,,PJGY4AD1301,6.95,10.47,-1.57,1.02,0.86,4.91,7.93,6.8,7.17,7.17,0.69,1.02
WSAWB20,WEC-QX-48E,004*35.4*TM1050 *New (P1) -386*Wire-03*0022*22021602,NBJ60AB0120,10.6,9.58,-1.35,0.63,3.53,4.45,4.45,-0.87,-1.69,-2.36,0.63,0.45
2022/2/17 05:15,NBJ60AB,,NBJ60AB0320,9.87,7.29,-0.76,0.55,2.98,3.41,4.56,1.05,1.05,1.05,0.52,0.27
,,,NBJ60AB0620,9.66,5.26,-0.74,0.43,2.35,3.3,3.6,0.72,0.85,2.09,0.28,0.38
,,,NBJ60AB0920,10.11,5.45,-1.16,0.38,2.21,3.25,3.88,0.48,0.96,1.22,0.18,0.29
,,,NBJ60AB1220,10.76,7.19,-0.74,0.55,1.96,3.62,5.4,1.75,-1.76,-2.98,0.38,0.55
,,,NBJ60AB1401,10.09,5.96,-1.2,1.02,2.07,4.05,6.27,5.62,5.62,5.62,0.38,1.02
