A1_TTV,B1_TTV,C1_TTV,A2_TTV,B2_TTV,C2_TTV,A1_WARP,B1_WARP,C1_WARP,A2_WARP,B2_WARP,C2_WARP,A1_BOW,B1_BOW,C1_BOW,A2_BOW,B2_BOW,C2_BOW,A1_WAVI,B1_WAVI,C1_WAVI,A2_WAVI,B2_WAVI,C2_WAVI
7.71,,,13.63,9.45,,10.74,,,6.97,5.3,,-2.45,,,1.41,-2.42,,1.98,,,0.84,0.54,
7.69,,,12.98,10.33,,10.37,,,6.52,5.75,,-0.18,,,0.89,-2.41,,1.96,,,0.85,0.5,
7.41,,,13.95,9.5,,8.92,,,6.84,5.72,,-0.36,,,0.07,-2.76,,1.76,,,0.97,0.59,
7.25,,,13.4,9.51,,8.37,,,5.87,8.35,,-0.38,,,0.72,-1,,1.53,,,0.98,0.55,
7.43,,,14.63,9.03,,8.88,,,7.72,8.89,,-0.87,,,1.07,-1.37,,1.68,,,1.05,0.57,
8.55,,,14.63,9.18,,7.96,,,7.53,9.49,,-1.35,,,1.53,-1.8,,1.7,,,0.59,0.76,
8.5,,,15.27,9.35,,8.5,,,8.49,8.14,,-1.81,,,1.08,-2.68,,1.84,,,0.61,1.13,
8.98,,,14.09,8.41,,17.88,,,8.86,7.1,,0.64,,,-0.24,-3.06,,1.73,,,0.86,1.16,
9.31,,,13.72,8.44,,7.53,,,9.1,7.68,,-0.24,,,-1.3,-3.3,,1.73,,,0.76,1.23,
10.35,,,14.09,8.45,,5.78,,,6.56,7.28,,-0.99,,,0.06,-1.11,,1.79,,,0.79,0.61,
10.16,,,14.21,8.56,,7.36,,,7.37,7.16,,-1.76,,,-0.15,-1.32,,1.73,,,0.75,0.6,
9.61,,,14.58,10.2,,7.42,,,7.84,7.56,,-1.86,,,-1.14,-1.45,,1.8,,,0.65,0.47,
9.98,,,15.35,9.58,,7.1,,,8.09,7.79,,-2.72,,,-0.83,-2.34,,1.9,,,0.73,0.55,
10.35,,,8.98,9.7,,8.18,,,8.34,8.41,,0.15,,,-0.24,-2.53,,1.77,,,0.68,0.59,
10.16,,,10.37,8.83,,7.38,,,9.15,8.39,,-0.39,,,-0.04,-2.75,,1.65,,,0.59,1.14,
10.67,,,10.55,7.97,,7.06,,,8.75,8.75,,-0.71,,,1.9,0.73,,1.76,,,0.71,0.53,
10.38,,,11.44,8.28,,7.06,,,8.56,9.51,,-1.14,,,2.22,-0.33,,1.18,,,0.91,0.52,
9.1,,,12.75,9.7,,6.87,,,9.39,10.28,,-1.32,,,1.78,0.66,,1.26,,,0.53,0.5,
8.92,,,13.7,9.01,,7.87,,,9.22,7.94,,-2.07,,,0.19,-0.39,,1.33,,,0.55,0.8,
8.78,,,10.8,8.52,,8.96,,,8.6,7.61,,1.31,,,1.31,-0.09,,1.27,,,0.58,0.89,
8.34,,,10.9,8.82,,,,,8.88,8.19,,1.24,,,1.32,-1.16,,1.3,,,0.44,0.94,
8.02,,,11.93,7.87,,,,,7.97,9.22,,0.2,,,1.25,-1.63,,1.13,,,0.66,0.58,
8.14,,,12.46,8.23,,,,,9.43,9.02,,-0.23,,,0.52,-0.9,,0.88,,,0.54,0.49,
11.03,,,13.39,9.51,,,,,8.12,10.4,,0.13,,,0.07,-0.98,,0.92,,,0.67,0.35,
8.39,,,15.79,10.03,,,,,8.56,7.61,,0.07,,,0.4,-1.35,,0.96,,,0.67,0.68,
8.6,,,12.93,10.16,,,,,8.13,6.01,,,,,0.43,-2.82,,1.05,,,0.79,0.63,
8.66,,,13.48,9.92,,,,,7.6,5.97,,,,,0.56,-0.84,,0.94,,,0.63,0.74,
8.69,,,13.37,10.12,,,,,6.82,6.18,,,,,-0.03,-1.86,,0.96,,,0.66,0.65,
8.44,,,13.5,10.55,,,,,7.73,8.15,,,,,0.39,-1.78,,,,,0.6,0.62,
,,,13.31,10.78,,,,,7.83,12.64,,,,,0,-2.37,,,,,0.74,0.68,
,,,13.62,11,,,,,8.4,7.9,,,,,1.84,-2.55,,,,,0.77,0.67,
,,,8.76,11.51,,,,,8.25,7.69,,,,,2.13,-3.32,,,,,0.71,0.68,
,,,8.8,11.09,,,,,7.22,6.75,,,,,1.95,1.14,,,,,0.58,0.76,
,,,9.24,11.1,,,,,6.89,8.42,,,,,1.44,0.81,,,,,0.64,0.61,
,,,9.18,11.27,,,,,10.24,8.89,,,,,0.97,0.82,,,,,0.7,0.59,
,,,10.12,9.84,,,,,9,11.22,,,,,1.76,0.31,,,,,0.64,0.61,
,,,10.69,10.22,,,,,10.6,9.47,,,,,1.45,0.38,,,,,0.64,0.51,
,,,8.2,10.02,,,,,9.77,8.54,,,,,0.96,0.16,,,,,0.57,0.49,
,,,7.94,10.09,,,,,8.84,8.1,,,,,0.88,-0.12,,,,,0.54,0.81,
,,,8.53,9.64,,,,,9.13,9.12,,,,,0.98,0.04,,,,,0.51,0.58,
,,,8.91,10.17,,,,,9.08,8.84,,,,,0.58,-0.25,,,,,0.5,0.51,
,,,9.51,12.13,,,,,9.99,10.54,,,,,1.29,-0.61,,,,,0.52,0.6,
,,,11.3,10.7,,,,,9.74,10.03,,,,,0.55,-1.39,,,,,0.58,0.65,
,,,9.66,11.2,,,,,8.68,8.81,,,,,0.92,-1.08,,,,,0.55,0.53,
,,,9.5,11.03,,,,,8.94,7.4,,,,,0.25,-1.42,,,,,0.52,0.48,
,,,10.6,10.83,,,,,8.31,9.46,,,,,0.38,-1.47,,,,,0.41,0.46,
,,,11.47,10.98,,,,,7.68,9.2,,,,,-0.5,-2.49,,,,,0.5,0.44,
,,,12.43,11.26,,,,,7.67,10.59,,,,,-0.39,-2.34,,,,,0.48,0.4,
,,,12.77,11.64,,,,,6.51,11.26,,,,,-0.56,-1.76,,,,,0.72,0.59,
,,,8.76,12.27,,,,,6.01,8.61,,,,,-0.1,-0.84,,,,,0.8,0.76,
,,,8.28,11.62,,,,,6.48,8.28,,,,,-0.15,-1.38,,,,,0.82,1.2,
,,,9.23,11.83,,,,,6.92,8.24,,,,,0.1,-1.29,,,,,0.55,0.72,
,,,9.26,12.52,,,,,8.25,9.65,,,,,-0.1,-1.36,,,,,0.52,0.61,
,,,9.72,10.17,,,,,6.81,8.37,,,,,-0.1,-1.32,,,,,0.58,0.58,
,,,10.14,10.38,,,,,5.43,10.77,,,,,-0.04,-1.66,,,,,0.43,0.72,
,,,9.27,11.15,,,,,4.7,8.3,,,,,1.32,-0.47,,,,,0.53,0.91,
,,,9.76,10.73,,,,,4.88,8.11,,,,,1.49,-0.62,,,,,0.47,0.91,
,,,9.12,11.49,,,,,5.03,6.25,,,,,1.09,-0.86,,,,,0.48,0.78,
,,,9.98,10.91,,,,,10.07,5.64,,,,,1.09,-0.77,,,,,0.58,0.88,
,,,9.38,7.35,,,,,8.87,5.61,,,,,0.4,-1.59,,,,,0.44,0.97,
,,,10.2,6.8,,,,,7.74,6.1,,,,,0.28,-0.71,,,,,0.46,1.22,
,,,11.13,6.79,,,,,8.55,7.78,,,,,1.46,-2.57,,,,,0.4,1.33,
,,,11.51,6.42,,,,,7.89,7.7,,,,,1.25,0.37,,,,,0.44,0.59,
,,,12.57,7.76,,,,,6.14,6.32,,,,,1.04,-0.12,,,,,0.39,0.49,
,,,11.76,7.28,,,,,6.78,4.6,,,,,1.02,-1.1,,,,,0.57,0.53,
,,,11.94,7.45,,,,,8.05,5.09,,,,,0.32,-0.44,,,,,0.63,0.81,
,,,13.15,6.81,,,,,7.56,5.24,,,,,0.05,-0.35,,,,,0.56,1.07,
,,,8.47,6.34,,,,,7.16,10.95,,,,,1.19,-1.19,,,,,0.51,1.16,
,,,8.6,6.37,,,,,7.34,9.22,,,,,0.86,1.01,,,,,0.51,1.21,
,,,8.26,9.16,,,,,8.33,7.78,,,,,0.69,0.45,,,,,0.65,1.12,
,,,9.13,9.1,,,,,9.12,7.59,,,,,0.14,0.78,,,,,0.84,1.18,
,,,10.23,8.4,,,,,8.7,7.21,,,,,-0.63,0.65,,,,,0.63,1.34,
,,,11.46,7.91,,,,,7.63,7.87,,,,,-0.52,0.75,,,,,0.66,1.39,
,,,12.43,7.43,,,,,7.99,8.03,,,,,1.01,-0.45,,,,,0.72,0.85,
,,,12.5,7.23,,,,,7.3,6.74,,,,,0.51,-0.57,,,,,0.51,0.68,
,,,12.48,8.99,,,,,6.73,8.56,,,,,-0.6,-0.57,,,,,0.66,0.73,
,,,12.58,8.59,,,,,6.02,8.61,,,,,-0.64,-1,,,,,0.64,0.69,
,,,12.59,8.52,,,,,11.46,6.16,,,,,-0.78,-0.33,,,,,0.51,0.84,
,,,12.93,7.88,,,,,8.71,7.63,,,,,-0.73,-0.57,,,,,0.75,0.76,
,,,9.23,7.59,,,,,8.65,5.78,,,,,2.06,-1.26,,,,,0.56,0.87,
,,,9.11,7.55,,,,,10.08,6.4,,,,,1.86,-1.44,,,,,0.61,0.63,
,,,8.99,10.15,,,,,9.98,6.57,,,,,0.82,0.04,,,,,0.66,0.83,
,,,9.47,10.09,,,,,10.44,4.62,,,,,0.98,-0.95,,,,,0.66,0.63,
,,,10.67,12.44,,,,,9.02,3.96,,,,,0.4,-1.15,,,,,0.67,0.77,
,,,11.17,9.39,,,,,9.72,6.75,,,,,0.18,-1.73,,,,,0.58,0.82,
,,,10.92,9.32,,,,,7.87,7.88,,,,,1.51,-0.23,,,,,0.47,0.62,
,,,11.08,9.96,,,,,6.68,9.09,,,,,1.61,-0.52,,,,,0.56,0.69,
,,,11.78,10.43,,,,,6.96,7.04,,,,,0.63,-0.33,,,,,0.7,0.6,
,,,12.74,10.02,,,,,6.11,7.23,,,,,0.43,-0.54,,,,,0.74,0.53,
,,,12.7,10.44,,,,,11.36,6.25,,,,,1.54,-0.53,,,,,0.56,0.6,
,,,13.51,10.11,,,,,9.25,11.72,,,,,-0.17,-0.11,,,,,0.53,0.94,
,,,8.89,10.36,,,,,7,6.66,,,,,2.24,-1.22,,,,,0.65,0.63,
,,,9.67,10.35,,,,,7.7,7.56,,,,,2.1,-1.1,,,,,0.78,0.48,
,,,9.33,10.69,,,,,6.64,5.57,,,,,1.85,-1.21,,,,,0.76,0.48,
,,,9.5,10.34,,,,,6.6,5.49,,,,,2.16,-1.36,,,,,0.83,0.39,
,,,9.95,11.07,,,,,14.49,4.18,,,,,2.25,-0.79,,,,,0.6,0.58,
,,,9.35,9.37,,,,,12.32,5.99,,,,,-0.3,-2.46,,,,,0.69,0.86,
,,,9.67,9.65,,,,,12.04,6.09,,,,,-0.52,-1.3,,,,,0.48,0.53,
,,,9.5,9.59,,,,,12.92,5.14,,,,,-0.53,-1.63,,,,,0.47,0.47,
,,,10.35,10.29,,,,,13.61,5.55,,,,,-0.4,-1.55,,,,,0.39,0.54,
,,,10.31,11.22,,,,,10.25,4.96,,,,,-0.36,-1.83,,,,,0.54,0.75,
,,,10.75,11.55,,,,,8.85,4.66,,,,,-1.36,-1.02,,,,,0.58,0.59,
,,,11.52,10.2,,,,,7.93,4.7,,,,,-0.24,-1.66,,,,,0.35,0.5,
,,,10.01,9.62,,,,,8.8,5.83,,,,,-0.39,-0.08,,,,,0.45,0.49,
,,,9.86,10.17,,,,,8.85,6.27,,,,,-0.16,-0.44,,,,,0.5,0.84,
,,,9.88,9.99,,,,,8.19,5.85,,,,,-0.57,-0.5,,,,,0.73,0.39,
,,,9.72,9.5,,,,,8.99,5.19,,,,,-0.37,-0.69,,,,,0.88,0.56,
,,,11.16,11.03,,,,,7.68,4.21,,,,,-0.8,-0.67,,,,,0.58,0.66,
,,,11.42,10,,,,,8.23,6.44,,,,,1.87,-0.87,,,,,0.59,0.76,
,,,9.63,9.48,,,,,11,7.2,,,,,1.83,-0.69,,,,,0.59,0.33,
,,,9.16,9.74,,,,,11.26,7.34,,,,,1.37,-1.15,,,,,0.52,0.37,
,,,9.51,9.85,,,,,9.07,7.06,,,,,0.84,-0.86,,,,,0.81,0.58,
,,,9.55,9.99,,,,,8.07,7.74,,,,,0.21,-1.31,,,,,0.83,0.38,
,,,10.58,9.97,,,,,8.82,5.16,,,,,-0.27,-0.93,,,,,0.67,0.4,
,,,10.41,10.05,,,,,6.46,11.05,,,,,0.24,-1.44,,,,,0.59,0.94,
,,,11.87,9.52,,,,,8.99,6.83,,,,,0.37,0.04,,,,,0.52,0.58,
,,,11.57,9.28,,,,,8.04,5.84,,,,,-0.07,-0.42,,,,,0.5,0.57,
,,,12.45,8.88,,,,,9.12,5.54,,,,,0.09,-0.62,,,,,0.52,0.46,
,,,12.77,8.61,,,,,7.37,7.85,,,,,-1.19,-0.31,,,,,0.59,0.55,
,,,14.23,9.45,,,,,7.09,4.92,,,,,-1.57,-0.01,,,,,0.65,0.69,
,,,13.94,9.8,,,,,7.43,7.18,,,,,-2.32,-2.3,,,,,0.7,0.59,
,,,12.54,9.68,,,,,6.67,7.91,,,,,0.77,0.53,,,,,0.88,0.39,
,,,12.13,9.57,,,,,8.55,8.1,,,,,0.41,0.05,,,,,0.76,0.38,
,,,12.32,9.27,,,,,9.86,6.51,,,,,-0.14,0.18,,,,,0.61,0.52,
,,,13.01,9.41,,,,,11,5.53,,,,,-0.41,0.47,,,,,0.56,0.62,
,,,13.96,10.71,,,,,6.46,5.41,,,,,-1.06,-0.71,,,,,0.68,0.51,
,,,14.66,9.15,,,,,6.15,6.52,,,,,-0.12,-1.98,,,,,0.64,1.08,
,,,11.62,9.05,,,,,5.5,7.89,,,,,1.87,-0.1,,,,,0.64,0.61,
,,,12.65,8.99,,,,,4.98,7.79,,,,,1.42,-0.41,,,,,0.56,0.42,
,,,12.33,8.78,,,,,4.59,8.46,,,,,1.43,-0.31,,,,,0.43,0.43,
,,,13.84,8.7,,,,,5.99,5.93,,,,,1.51,-0.92,,,,,0.35,0.52,
,,,13.33,9.14,,,,,8.68,6.96,,,,,1.23,-0.42,,,,,0.73,0.39,
,,,14.99,9.28,,,,,9.21,10.71,,,,,1.77,-1.34,,,,,0.7,0.64,
,,,11.83,9.28,,,,,7.38,7.59,,,,,1.12,0.5,,,,,0.6,0.47,
,,,11.27,9.2,,,,,9.03,6.62,,,,,0.48,0.36,,,,,0.59,0.43,
,,,11.53,9.03,,,,,10.18,5.13,,,,,1.5,0.47,,,,,0.73,0.47,
,,,11.95,9.16,,,,,7.92,6.45,,,,,0.4,0.01,,,,,0.88,0.4,
,,,11.79,9.87,,,,,9.67,6.77,,,,,0.7,0.31,,,,,0.67,0.37,
,,,12.25,8.04,,,,,8.71,10.4,,,,,0.8,-0.96,,,,,0.84,0.81,
,,,11.59,8.61,,,,,8.07,11.01,,,,,0.76,0.66,,,,,0.79,0.62,
,,,11.58,8.29,,,,,10.43,9.55,,,,,0.6,-0.08,,,,,0.93,0.55,
,,,12.3,8.07,,,,,9.06,9.56,,,,,-0.43,-0.32,,,,,1.02,0.58,
,,,12.73,9.45,,,,,11.81,9.06,,,,,-0.7,-0.15,,,,,1.06,1.16,
,,,12.53,10.61,,,,,7.42,9.01,,,,,-0.59,-0.07,,,,,0.98,0.91,
,,,13.91,7.76,,,,,8.06,9.42,,,,,1.87,-1.36,,,,,1.15,1.3,
,,,10.53,8.18,,,,,7,7.23,,,,,1.52,-0.55,,,,,1.16,0.91,
,,,11.25,7.69,,,,,8.79,7.27,,,,,1.63,-1.13,,,,,1.04,0.9,
,,,11.56,9.88,,,,,8.99,6.97,,,,,1.02,-0.98,,,,,1.11,1.28,
,,,12.45,7.97,,,,,7.45,6.45,,,,,0.48,-1.08,,,,,1.12,0.83,
,,,12.32,8.84,,,,,7.65,9.39,,,,,0.52,-1.12,,,,,0.71,0.78,
,,,12.52,8.41,,,,,6.22,5.16,,,,,1.6,-1.99,,,,,0.59,0.93,
,,,12.26,8.48,,,,,6.12,5.08,,,,,1.82,0.18,,,,,0.71,0.53,
,,,12.71,8.55,,,,,6.47,4.58,,,,,1.32,-0.41,,,,,0.68,0.41,
,,,13.64,8.61,,,,,6.73,4.36,,,,,1.27,-0.74,,,,,0.78,0.43,
,,,13.93,8.37,,,,,6.45,4.07,,,,,1.12,-0.75,,,,,0.74,0.48,
,,,14.41,8.92,,,,,7.88,7.7,,,,,0.84,-1.19,,,,,0.52,0.58,
,,,14.97,8.03,,,,,6.72,6.79,,,,,0.11,-2.74,,,,,0.53,0.82,
,,,11.61,8.31,,,,,6.55,7.84,,,,,-0.55,-0.74,,,,,0.66,0.49,
,,,11.89,7.9,,,,,8.01,6.26,,,,,0.1,-0.98,,,,,0.54,0.49,
,,,12.27,7.64,,,,,8.07,7.12,,,,,-0.12,-1.4,,,,,0.51,0.46,
,,,12.52,7.47,,,,,7.46,6.79,,,,,0.11,-1.11,,,,,0.63,0.51,
,,,13,8.06,,,,,10.42,9.77,,,,,-0.62,-1,,,,,0.6,0.64,
,,,13.53,8.18,,,,,8.97,5.66,,,,,1.48,-1.42,,,,,0.61,1,
,,,14.47,8.34,,,,,9.72,8.36,,,,,0.97,0.03,,,,,0.53,0.58,
,,,10.21,7.96,,,,,10.78,7.41,,,,,0.95,-0.1,,,,,0.67,0.49,
,,,10.65,7.85,,,,,9.64,6.03,,,,,0.85,-0.16,,,,,0.69,0.48,
,,,11.37,7.62,,,,,8.33,5.87,,,,,0.54,-0.12,,,,,0.72,0.77,
,,,11.68,8.65,,,,,9.64,6.97,,,,,0.34,-0.27,,,,,0.71,0.94,
,,,12.37,8.25,,,,,8.9,6.5,,,,,1.96,-1.25,,,,,0.86,0.83,
,,,12.36,8.24,,,,,8.48,9.83,,,,,2.12,-0.01,,,,,0.6,0.63,
,,,11.67,8.64,,,,,11.01,9.77,,,,,2.26,0.23,,,,,0.59,0.49,
,,,12.34,8.47,,,,,10.3,7.67,,,,,1.46,-0.4,,,,,0.76,0.39,
,,,12.35,8.24,,,,,8.78,6.42,,,,,0.62,-0.33,,,,,0.76,0.47,
,,,12.82,9.14,,,,,7.7,7.07,,,,,0.07,-0.7,,,,,0.95,0.58,
,,,12.22,10.27,,,,,8.08,6.5,,,,,0.57,-1.08,,,,,0.6,0.91,
,,,13.13,10.15,,,,,7.92,4.08,,,,,0.72,-1.08,,,,,0.94,0.5,
,,,11.7,9.99,,,,,8.51,4.29,,,,,1.2,-1.29,,,,,0.72,0.47,
,,,12.68,10.25,,,,,7.69,4.66,,,,,1.15,-2.63,,,,,1.13,0.38,
,,,12.73,10.25,,,,,6.34,6,,,,,0.44,-1.85,,,,,0.79,0.44,
,,,12.58,11.52,,,,,8.3,5.42,,,,,0.25,-1.71,,,,,0.71,0.65,
,,,13.26,9.94,,,,,7.8,7.37,,,,,0.8,-1.83,,,,,1.08,0.59,
,,,15.38,9.51,,,,,6.46,7.34,,,,,-0.12,0.05,,,,,1.11,0.4,
,,,11.06,8.92,,,,,9.57,5.78,,,,,-0.93,-0.1,,,,,1.24,0.54,
,,,11.43,8.64,,,,,9.91,4.91,,,,,-1.5,-0.15,,,,,1.16,0.45,
,,,11.85,8.5,,,,,8.79,4.84,,,,,-0.92,-0.5,,,,,1.06,0.45,
,,,13.71,7.93,,,,,10.75,8.1,,,,,0.11,-0.75,,,,,1.38,0.73,
,,,14.7,8.43,,,,,10.71,7.02,,,,,0.17,-1.39,,,,,0.49,0.73,
,,,13.83,8.51,,,,,10.7,5.91,,,,,-0.07,1.14,,,,,0.46,0.57,
,,,11.15,7.99,,,,,12.02,8.39,,,,,-0.49,0.96,,,,,0.44,0.41,
,,,11.11,7.05,,,,,10.9,11.72,,,,,-1.21,0.57,,,,,0.5,0.46,
,,,11.49,7.56,,,,,10.56,5.68,,,,,0.79,-0.24,,,,,0.76,0.39,
,,,13.16,7.34,,,,,8.09,4.76,,,,,0.99,-1.11,,,,,0.77,0.88,
,,,12.83,8.89,,,,,8.05,7.21,,,,,1.13,-1,,,,,0.62,0.8,
,,,12.87,7.55,,,,,8.19,5.11,,,,,1.06,-1.2,,,,,0.51,0.65,
,,,12.41,7.72,,,,,9.15,7.49,,,,,0.4,-3.29,,,,,0.52,0.69,
,,,12.33,7.98,,,,,8.56,9.97,,,,,0.17,-1.23,,,,,0.56,0.72,
,,,13.29,7.73,,,,,6.3,7.97,,,,,0.51,-1.21,,,,,0.61,0.64,
,,,13.74,7.99,,,,,6.66,6.16,,,,,0.44,-1.27,,,,,0.69,0.57,
,,,13.79,7.95,,,,,5.17,6.36,,,,,0.76,-0.62,,,,,0.46,1.24,
,,,14.82,6.88,,,,,5.26,7.77,,,,,0.58,-0.7,,,,,0.45,1.08,
,,,10.35,7.22,,,,,8.02,6.13,,,,,0.2,-0.61,,,,,0.38,1.33,
,,,10.84,6.82,,,,,6.48,4.56,,,,,-0.41,0.68,,,,,0.56,1.05,
,,,10.55,6.45,,,,,7.85,8.12,,,,,0.54,0.62,,,,,0.76,0.74,
,,,12.19,7.56,,,,,11.86,7.72,,,,,0.78,-2.48,,,,,0.86,0.93,
,,,12.47,7.91,,,,,11.99,8.56,,,,,0.39,-1.94,,,,,1.08,0.92,
,,,12.11,8.67,,,,,12.79,8.18,,,,,0.4,-1.45,,,,,1.17,0.47,
,,,12.31,7.49,,,,,13.99,10.34,,,,,-0.63,-1.04,,,,,0.91,0.34,
,,,12.9,7.25,,,,,13.42,8.98,,,,,-2.26,-1.91,,,,,1.05,0.44,
,,,13.15,7.11,,,,,10.18,8.05,,,,,0.77,-1.52,,,,,1,0.4,
,,,13.65,7.36,,,,,9.19,6.99,,,,,0.85,-1.23,,,,,0.85,0.55,
,,,14.65,8.82,,,,,8.77,7.81,,,,,1.08,-0.23,,,,,0.91,0.98,
,,,14.21,9.58,,,,,10.91,10.08,,,,,0.04,-0.11,,,,,1.13,1.1,
,,,11.11,9.25,,,,,11.89,10.47,,,,,-0.96,-0.35,,,,,0.87,0.75,
,,,12.14,8.58,,,,,12.46,6.07,,,,,-1.41,-0.44,,,,,0.9,0.5,
,,,12.51,9.19,,,,,11.09,6.84,,,,,1.12,-0.76,,,,,1.06,0.58,
,,,12.58,9.39,,,,,8.42,6.75,,,,,1.11,-2.37,,,,,0.93,0.99,
,,,12.77,8.82,,,,,7.51,6.22,,,,,1.69,-1.65,,,,,0.94,0.99,
,,,13.78,8.86,,,,,6.55,6.43,,,,,0.84,-1.1,,,,,0.94,0.42,
,,,11.13,8.61,,,,,7.95,6.23,,,,,1.14,-0.88,,,,,0.88,0.8,
,,,11.28,9.39,,,,,8.26,5.95,,,,,0.79,-1.36,,,,,0.86,1.17,
,,,11.59,8.53,,,,,7.9,6.75,,,,,1.44,-1.57,,,,,0.9,0.49,
,,,11.29,9.13,,,,,8.39,5.83,,,,,1.06,-0.36,,,,,1.25,0.82,
,,,11.02,7.47,,,,,6.7,5.98,,,,,1.27,-0.7,,,,,1.02,1.14,
,,,10.51,8.1,,,,,6.74,5.87,,,,,0.74,-0.39,,,,,0.83,0.91,
,,,11.6,6.55,,,,,9.11,6.8,,,,,1.16,-0.55,,,,,0.9,1.31,
,,,11.79,10.15,,,,,8.06,7.36,,,,,0.89,-0.66,,,,,0.86,0.93,
,,,12.46,9.06,,,,,7.27,6.95,,,,,1.17,-0.98,,,,,0.86,0.81,
,,,13.14,9.64,,,,,5.96,8.92,,,,,1.02,0.16,,,,,0.87,0.65,
,,,14.16,9.47,,,,,6.49,7.32,,,,,0.77,-0.12,,,,,0.5,0.39,
,,,15.16,11.29,,,,,6.56,6.32,,,,,0.77,-0.45,,,,,0.52,0.62,
,,,12.25,8.91,,,,,6.08,6.88,,,,,0.88,-0.39,,,,,0.49,0.63,
,,,11.38,10.28,,,,,6.36,6.47,,,,,0.52,-0.57,,,,,0.48,0.53,
,,,11.22,8.07,,,,,5.76,10.72,,,,,1.08,-0.89,,,,,0.72,0.72,
,,,11.15,7.14,,,,,7.74,5.8,,,,,0.92,-0.69,,,,,0.67,0.55,
,,,11.32,6.56,,,,,8.92,6.92,,,,,0.37,-1.05,,,,,0.69,0.84,
,,,11.49,7.33,,,,,7.77,6.58,,,,,-0.13,0.04,,,,,0.72,1.38,
,,,11.26,9.08,,,,,6.95,7.22,,,,,-0.61,-0.03,,,,,0.7,0.75,
,,,11.17,8.76,,,,,7.27,6.88,,,,,-0.82,-0.73,,,,,0.61,0.57,
,,,11.08,7.95,,,,,8.89,7.95,,,,,0.74,-0.53,,,,,0.54,0.58,
,,,11.46,7.43,,,,,8.31,7.12,,,,,0.47,-1.14,,,,,1.01,0.61,
,,,11.47,6.74,,,,,7.34,6.99,,,,,-0.12,-2.05,,,,,0.4,0.72,
,,,12.55,6.95,,,,,7.67,7.1,,,,,-0.64,-0.51,,,,,0.34,1.02,
,,,10.42,9.36,,,,,9.74,7.32,,,,,-1.06,-0.81,,,,,0.41,0.8,
,,,10.47,9.28,,,,,10.7,6.4,,,,,-1.56,-1.44,,,,,0.43,0.43,
,,,10.62,9.55,,,,,9.33,8.34,,,,,1.78,-1.75,,,,,0.56,0.33,
,,,11.16,9.32,,,,,6.65,7.24,,,,,1.41,-1.81,,,,,0.78,0.27,
,,,10.53,9.3,,,,,6.97,7.35,,,,,0.45,-1.82,,,,,0.57,0.36,
,,,11.33,9.22,,,,,6.58,7.34,,,,,0.38,-1.02,,,,,0.68,0.31,
,,,11.4,9.11,,,,,8.63,8.23,,,,,0.02,-1.22,,,,,0.73,0.5,
,,,11.83,9.07,,,,,9,7.59,,,,,-0.42,-1.21,,,,,0.71,0.4,
,,,12.2,9.38,,,,,10.01,6.33,,,,,-0.45,-1.34,,,,,0.82,0.29,
,,,12.39,9.2,,,,,8.17,7.64,,,,,-0.47,-1.75,,,,,0.78,0.35,
,,,13.03,8.95,,,,,8.61,6.67,,,,,-0.3,-2.4,,,,,0.83,0.42,
,,,13.47,8.91,,,,,8.52,6.36,,,,,-0.37,0.3,,,,,0.72,0.35,
,,,11.99,9.43,,,,,10.18,6.63,,,,,-0.52,0.08,,,,,0.77,0.44,
,,,13.03,8.95,,,,,9.81,5.38,,,,,-0.41,-0.72,,,,,0.75,0.4,
,,,12.58,9.33,,,,,10.01,5.94,,,,,1.73,-0.42,,,,,0.86,0.82,
,,,13.53,10.15,,,,,10.58,5.44,,,,,1.36,-0.92,,,,,1.26,0.35,
,,,14.46,10.54,,,,,9.17,6.82,,,,,1.3,-1.98,,,,,0.66,0.36,
,,,14.98,8.23,,,,,9.92,5.47,,,,,1.53,-1.12,,,,,0.43,0.45,
,,,10.68,7.99,,,,,10.99,6.34,,,,,0.81,-1.14,,,,,0.5,0.42,
,,,9.64,8.81,,,,,11.32,6.02,,,,,0.6,0.17,,,,,0.44,0.95,
,,,9.55,8.2,,,,,8.46,5.7,,,,,1.85,-0.29,,,,,0.67,0.77,
,,,10.46,7.98,,,,,7.08,6.84,,,,,0.67,-0.71,,,,,0.63,0.4,
,,,9.47,7.62,,,,,7.02,7.53,,,,,0.59,-0.73,,,,,0.78,0.47,
,,,9.9,7.57,,,,,5.22,7.25,,,,,-0.15,-0.97,,,,,0.5,0.45,
,,,11.07,7.77,,,,,6.24,5.37,,,,,-1.03,-1.28,,,,,0.4,0.39,
,,,11.25,8.3,,,,,5.67,4.96,,,,,-1.56,0.79,,,,,0.48,0.56,
,,,11.54,10.07,,,,,6.95,5.97,,,,,-2.36,-0.19,,,,,0.53,0.55,
,,,11.62,10.32,,,,,12,7.87,,,,,1.76,-0.47,,,,,0.56,0.47,
,,,11.25,9.94,,,,,12.59,8.4,,,,,0.8,-0.89,,,,,0.69,0.67,
,,,11.53,10.27,,,,,12.04,5.61,,,,,1.28,-1.15,,,,,0.44,0.62,
,,,9.52,9.82,,,,,9.71,5.84,,,,,1.06,-1.54,,,,,0.47,0.48,
,,,8.98,10.38,,,,,9.76,6.37,,,,,1.01,-0.8,,,,,0.38,0.69,
,,,9.17,10.04,,,,,9.76,6.99,,,,,-0.4,-0.14,,,,,0.75,1.18,
